"window","zbeta0","zbeta1","zbeta1_prior","zbeta0_prior","beta1","beta1_prior","beta0","beta0_prior"
"600_2200",-0.0856562050924937,-0.355518753985752,-1.11578830737796,13.6238811960763,-607.392759253667,-1906.28969966642,1584.91653321648,5604.49344803654
"600_2200",-0.431722918910596,-0.570051841645279,-1.46060481795269,-1.16190830311175,-973.915882447196,-2495.39800814851,1740.54385009766,2550.59005461278
"600_2200",0.120477810182287,-0.270095333197174,-0.521467837665679,5.30161677782766,-461.449495569353,-890.911619234844,1538.81573913534,3018.35858406256
"600_2200",-0.226098854765886,-0.318422669566957,-1.86232465976097,-14.9639954315557,-544.015250134861,-3181.72389230329,1511.50135131182,-212.309349377428
"600_2200",-0.124716449589703,-0.163985073139292,-1.1704829962204,-9.00462909097254,-280.163408916765,-1999.73387834921,1365.16335924672,410.416078651416
"600_2200",-0.198352127696611,-0.0735560121112176,-0.871037301624561,6.9841482759324,-125.668164210879,-1488.14020108716,1248.59516026062,3793.55503258606
"600_2200",0.19594518941287,-0.281537579859523,-0.238416727237636,7.1633032560664,-480.998218933139,-407.327580291027,1568.92519528196,3139.28293232277
"600_2200",-0.194958678540456,-0.318558245657148,-1.65488704170846,2.31971679526424,-544.246877677956,-2827.32315875725,1518.88109445139,3572.71498848692
"600_2200",0.0111902217202556,-0.418465516963299,-0.354559085234604,-9.36579598731215,-714.935350530165,-605.753194971351,1676.64413911016,-570.946712501375
"600_2200",0.0921299132518175,-0.547890048645471,-0.087648074018003,-6.39513192321384,-936.053146798934,-149.744014694646,1837.80260466503,-174.768833094869
"600_2200",-0.180061959880882,-0.335028821115164,-0.0921873570176786,-16.6159300949361,-572.386344757493,-157.49923884329,1540.45737970923,-2543.00007156554
"600_2200",0.0064305670274471,-0.0553255826069609,-0.138198062644033,-2.15861090187606,-94.5220411025221,-236.107101669901,1276.09166089994,864.536774536281
"600_2200",0.0540087853687104,-0.302743051083082,-0.535984436013737,32.2481265195133,-517.22710850184,-915.712777054939,1559.29381848639,9291.18758301398
"600_2200",-0.145342459926166,-0.128999101514649,-0.0601994981363326,-10.2646605409504,-220.390962028875,-102.848974544332,1321.89015944244,-1103.44928641345
"600_2200",-0.190972308301854,-0.438118536200873,-1.9332631585605,3.36608564272718,-748.511924054199,-3302.92011624394,1651.32085195788,4121.8858845765
"600_2200",-0.0455476453544149,-0.193652725391627,-0.240783853470765,-3.03958934209736,-330.849672187271,-411.371742007174,1416.17988387306,772.819956410938
"600_2200",-0.0123453361026047,-0.400854788330818,-0.140313229763848,-9.24609758090109,-684.847967131597,-239.720799059374,1651.80780570131,-778.819804238446
"600_2200",-0.0729108747157135,-0.242051227703577,-0.334280719758294,-8.79895534485911,-413.537011556654,-571.108236803253,1463.06373258796,-461.634641579266
"600_2200",0.0721858994485956,-0.416596968937901,-0.0093984399753058,2.50862221904031,-711.742994210785,-16.0569430593519,1688.75169835376,1806.57053401125
"600_2200",0.0570166326176522,-0.457782990027911,-1.41150588505505,7.36790847021698,-782.108033219509,-2411.5140048582,1730.53333366614,4477.16804967579
"600_2200",0.061394889745684,-0.457366355468588,-0.831615486851806,-13.3535518766898,-781.396226003292,-1420.78925382722,1731.09165528872,-972.132740589905
"600_2200",-0.0174296471445131,-0.102321033019774,-0.735920536742415,-5.41723400677488,-174.812309839658,-1257.29740102917,1322.24556281979,765.382650884653
"600_2200",0.032622684038025,-0.291194751163949,-0.850159516695733,0.502817829729406,-497.497196439725,-1452.47115338473,1541.62514047766,2265.65343610074
"600_2200",-0.312256802749326,-0.528535584799954,-0.579883769291178,15.3824138485796,-902.9866458979,-990.713425740409,1722.61623101452,5423.33177119238
"600_2200",-0.152648476012492,-0.71904056110769,-0.572894074009644,-1.05470608283259,-1228.45848645163,-978.771748245772,1969.22858306663,1599.01630415849
"600_2200",-0.120443257941373,-0.49820805885234,-0.936348449523736,11.1925122071441,-851.173008895233,-1599.72227063416,1733.79476656005,4842.55969386019
"600_2200",-0.128900792174752,-0.311870658216662,-1.53952085453937,5.23549334621805,-532.821342055187,-2630.22360785138,1526.86322076844,4122.84477244506
"600_2200",-0.0786411722587703,-0.120618759244458,-0.773715441361316,-12.8597423418414,-206.073407306612,-1321.86882277511,1328.15968125916,-921.161333667448
"600_2200",-0.186139692082798,-0.361274805868154,-0.78496453921756,-8.39048926521681,-617.226795281482,-1341.08755739717,1567.91626176583,128.953369903602
"600_2200",-0.128397790122795,-0.143802372577377,-0.30756092830411,1.43716977656172,-245.68189128638,-525.458302232741,1342.10796550757,1885.75729225373
"600_2200",-0.293484334909349,-0.37210870596221,-0.157155950230127,-10.6454999515741,-635.736177410648,-268.496064337677,1554.90840057484,-1085.2281923055
"600_2200",-0.0902387352456297,-0.37987746400303,-1.43901008955849,-13.4135125522079,-649.008859454806,-2458.50408478263,1610.64662680827,-317.932356163825
"600_2200",-0.057737825331656,-0.29989552320769,-0.453359800907086,2.40460402694276,-512.362195486996,-774.551151860429,1530.21451838427,2270.76737055184
"600_2200",-0.153681448523351,-0.456379535398841,-1.57388386299972,17.6166203061858,-779.710274535667,-2688.93174150394,1680.06639172847,7035.48666211707
"600_2200",0.348323192215488,-0.233648555050593,-1.48223626558335,14.2340776642723,-399.181306068314,-2532.35466519048,1551.62964289742,6149.26445652588
"600_2200",-0.340370318723688,-0.410671467767096,-1.18276042019815,5.04630235747289,-701.619459331833,-2020.70947624039,1586.44001635917,3686.48548362166
"600_2200",-0.198634913786977,-0.232963905533381,-0.539332719852544,-7.18640667319617,-398.011603613186,-921.433216094561,1423.87527514901,138.345527017145
"600_2200",-0.0348928574680285,-0.279855926682163,-0.131495624811533,-4.46605269746816,-478.125166662189,-224.656194613191,1513.47582857808,321.386382232114
"600_2200",-0.384900638803272,-0.137685336828469,-1.11528473120936,-14.6571353879733,-235.231125524158,-1905.42935540859,1275.82050477673,-962.788099356352
"600_2200",-0.155742374283854,-0.0738596695351849,-0.948763859618431,-3.60438734346938,-126.18695349708,-1620.93361352435,1258.82297516321,1420.44144490424
"600_2200",-0.275754420420022,-0.194538245253882,-0.51822725197728,20.1083181585864,-332.362555393794,-885.375179143266,1363.70093924833,6452.84491443241
"600_2200",0.119645820563147,-0.336585687425336,-1.28640433895409,-10.0847254371052,-575.046202538054,-2197.78189531046,1611.76073226132,287.133822807943
"600_2200",-0.115500384260369,-0.398466458724725,-0.919829727558453,18.293623842727,-680.767580110691,-1571.50054674097,1625.22853834579,6473.23627986534
"600_2200",0.162828520414427,-0.143332681425122,-1.44904008082277,-0.345614212555085,-244.879438527512,-2475.64001362183,1409.21278180103,2727.40895098539
"600_2200",-0.279702587566084,-0.248011956238295,-0.1994788681457,-5.17053185352447,-423.720731293728,-340.803456294379,1421.60429940312,232.589749948314
"600_2200",-0.0200503376535751,-0.430052143276652,-0.106869866444091,-11.7567232952932,-734.730742047515,-182.583850592447,1682.1352963798,-1398.56313905743
"600_2200",-0.103583496952571,-0.0756747899649822,-1.15254475707259,-8.81757747385941,-129.288030427262,-1969.08695339803,1272.93063637708,434.116905146052
"600_2200",-0.316506442004978,-0.194491935528005,-1.095498422952,5.34888517192244,-332.283436664148,-1871.62506173028,1354.18755927884,3660.75727577903
"600_2200",-0.372939505044766,-0.262513155164202,-0.3369679525868,10.8067303442644,-448.495579678931,-575.699290704529,1415.90615182406,4093.67522339253
"600_2200",-0.147212871772167,-0.214568033443538,-0.807400087844954,-2.77631985831536,-366.582826981124,-1379.41799604038,1415.58012314238,1457.21749998132
"600_2200",-0.00184416359976819,-0.425303010486339,-0.758723340159801,3.67387585297519,-726.616996043314,-1296.25528308498,1681.13873040619,2901.38103018757
"600_2200",0.165100128235979,-0.34686413913405,-0.44036501980178,4.8932698735693,-592.606618336715,-752.349971576799,1633.62113200911,2834.33060844595
"600_2200",-0.34903757888581,-0.136376614778876,-2.03106560387655,19.0412998143466,-232.995214512751,-3470.01255920591,1282.70817910777,7869.18255576101
"600_2200",0.00365065245086627,-0.154915784270826,-0.0714892192480807,-16.9414972630034,-264.668810309721,-122.137112737862,1384.99358315192,-2641.36290978803
"600_2200",-0.0130783834088296,-0.355384761552953,-0.302776895889005,-19.8691400476134,-607.163837340086,-517.284931302538,1601.62139485744,-3066.73645595687
"600_2200",-0.172039851562898,-0.222043654563351,-0.303742309576788,2.06657577378221,-379.354693691932,-518.934310630829,1418.03845460886,2027.70218462766
"600_2200",-0.41233305888434,-0.482129903429001,-0.0840532891902197,-14.8104658545578,-823.703979267945,-143.602436364412,1648.33356116673,-2132.72654476998
"600_2200",-0.240747254912039,-0.471564110622829,-0.501634493436153,-4.46086734681622,-805.652650120621,-857.026966057639,1676.55285046261,729.736405267563
"600_2200",0.0482250694683402,-0.516818062398929,-0.540022416540732,-7.26474344297338,-882.967622476537,-922.611541484684,1793.4294747137,120.91472751631
"600_2200",-0.225788804354315,-0.313439192344239,-0.880696873596284,-1.27845983190875,-535.501133939726,-1504.64328005932,1506.09160956281,1885.6391360175
"600_2200",-0.0897758782088019,-0.470196355626244,-1.1449428439372,-0.707155157707791,-803.315883151101,-1956.09932069752,1710.10323434363,2308.95931766281
"600_2200",0.0172769396969754,-0.437330987457642,-0.0616973673986431,1.27906186289521,-747.166421464433,-105.40803769933,1698.80912184907,1578.5998957086
"600_2200",0.0328637623988039,-0.323948133215713,-1.28319625685933,4.44536298343898,-553.455333320762,-2192.3009866,1577.70924093732,3657.4275941908
"600_2200",0.235633303844473,-0.133592746178105,-0.03802307801082,-6.77115263100188,-228.239061393217,-64.9612489056906,1415.40398099273,-316.665777951336
"600_2200",-0.252187745633745,-0.184342607091183,-0.314665355559015,-19.9080565374093,-314.943623968754,-537.595995743691,1357.95800134666,-3062.69560476987
"600_2200",-0.176146116303417,-0.4929688823738,-0.999110920627331,-5.14107858992394,-842.222038456006,-1706.95000496269,1715.09780931417,1119.00934768484
"600_2200",0.287692974696448,-0.244237211277398,-0.367162162271341,23.0059402611313,-417.271696660326,-627.28516100861,1549.1989019504,6959.49117338581
"600_2200",-0.267521595411766,-0.227241466289438,-0.00585965458487134,5.48234014422701,-388.234993735162,-10.0110380301374,1401.5855119149,2493.16215335537
"600_2200",-0.227719513911913,-0.339846736048216,-0.700020186270243,-14.6325819736858,-580.617602918219,-1195.96276625393,1534.69112393244,-1413.87033326731
"600_2200",-0.269039129818835,-0.402178503810124,-1.04595652079538,15.1060374370764,-687.109493952415,-1786.98425920658,1593.66069907082,5871.82991402515
"600_2200",0.0995290229961455,-0.189490434512278,-1.30343030274457,4.63764383762273,-323.738527377944,-2226.87022612202,1445.28760388613,3724.33144413767
"600_2200",-0.0839988978272045,-0.354820984730824,-0.560106845842288,-15.3783817981568,-606.200642133765,-956.925165716153,1584.53381921254,-1740.94389490191
"600_2200",0.0216847590599998,-0.269782357241981,-0.312804740167284,-5.59532266468996,-460.914785861712,-534.417192082778,1515.53215947987,258.611585710635
"600_2200",0.226026138621675,-0.188914321148577,-0.160732118361981,6.38522270876973,-322.754255573157,-274.605836620601,1474.02596338798,2873.16439907946
"600_2200",-0.0958639044808978,-0.30422381580917,-1.95662498312881,-8.87899181191477,-519.756949087465,-3342.83306858939,1526.12285350104,1304.3303554051
"600_2200",-0.332009581073646,-0.353266444424006,-1.16867896633075,5.43497853435636,-603.544758257758,-1996.65174926273,1525.23686373923,3761.24503930191
"600_2200",-0.273668205796189,-0.176926539016938,-0.38561585777033,-3.04770258974142,-302.273501788337,-658.812727140908,1344.81279332636,930.248660278683
"600_2200",0.212348456771392,-0.158967770918619,-1.75989331953447,6.81438500756101,-271.591503762231,-3006.72312602384,1437.9094065473,4731.86216340714
"600_2200",-0.228260349176059,-0.34863197413973,-0.262396950769536,15.6947393302377,-595.626909587083,-448.297048076527,1544.22914609925,5146.62266167208
"600_2200",-0.0272706248708439,-0.26379512339307,-0.210435209986049,11.9653052445223,-450.685782617814,-359.522026347657,1497.57908664058,4223.50750782601
"600_2200",0.128588237935419,-0.352651168974288,-0.00845205424572448,14.7575130603703,-602.49357924423,-14.4400724072014,1631.50885904276,4649.66808885711
"600_2200",-0.226549380424175,-0.268592154770857,-1.68567505298819,1.19890001776478,-458.881361872396,-2879.92352066075,1456.58408342826,3346.33251511739
"600_2200",-0.190096723070801,-0.542843381236463,-1.34408583054164,9.18556773383526,-927.431072131347,-2296.32893380123,1766.71957928051,4825.05970271066
"600_2200",-0.0139215476021533,-0.367304460301527,-0.129144778780723,2.03066828443241,-627.5282727776,-220.63984711752,1614.53706715498,1827.31052282181
"600_2200",-0.243844599373684,-0.501875906090048,-0.955888954193682,-4.52558021257033,-857.439412085659,-1633.10661651079,1709.17608310091,1214.38198780663
"600_2200",-0.13061467992421,-0.534022491901273,-0.452026677436527,10.5451063782365,-912.360856418937,-772.273551778491,1770.82823054221,4159.48978922945
"600_2200",-0.147678069126179,-0.148368059670919,-0.645468722025555,-15.6855366054969,-253.482226010064,-1102.76328235206,1342.6533421156,-1718.36738222084
"600_2200",-0.0061252800768557,-0.0675066303302393,-0.650334938642057,-6.91621103551928,-115.332983153526,-1111.07706244013,1286.57517886534,323.184182275421
"600_2200",0.0769483346509829,-0.162751976909244,-0.47013812085219,13.7207633462102,-278.056702271342,-803.216390846686,1410.63265151029,4916.78562281527
"600_2200",0.0630579250011648,-0.321243489487945,-0.644365028985694,-9.9077795893207,-548.834533438366,-1100.87765704162,1581.74513385652,-378.011665692581
"600_2200",-0.040685232531423,-0.43830643499418,-0.318554625336493,-1.20088840754895,-748.832943311967,-544.240692472458,1686.42353498055,1285.30465487933
"600_2200",-0.343324123361624,-0.455153369484751,-0.194918364623621,-14.0936540092076,-777.615408120008,-333.011977541692,1634.68343685108,-1844.33642625936
"600_2200",-0.0863687392905358,-0.516225882307401,-0.829904013102117,8.85644047186747,-881.955901165815,-1417.8652540338,1761.52599718791,4183.04717548826
"600_2200",-0.202217215466272,-0.222813004494045,-1.20567143770415,16.0412460445813,-380.669104175195,-2059.85223870865,1411.87767437951,6264.66473486146
"600_2200",-0.128810171548546,-0.307520381728933,-1.27326636322159,4.72169873659217,-525.389029667232,-2175.33607144966,1522.0990376532,3710.66883831009
"600_2200",0.0873921356137869,-0.334084148969588,-1.54729236412381,-1.71912493802239,-570.772401710443,-2643.50099082243,1601.51992182727,2516.56152394748
"600_2200",0.00307594005520542,-0.633336630113057,-0.46662013441869,0.254047123945296,-1082.03597978465,-797.20602018999,1911.11434572415,1786.0036445956
"600_2200",-0.13759946426054,-0.344860461498285,-0.847628259140567,-7.33038744082006,-589.183397271164,-1448.14657839796,1561.13160954925,444.033298880381
"600_2200",0.212812930038124,-0.391382799303406,-0.308862584808583,14.6971407175418,-668.665367798986,-527.682141979559,1693.66954922519,4966.09600326087
"600_2200",0.252861945543638,-0.49829292846247,-0.0594363648993625,16.6310381377253,-851.318005990593,-101.545185089388,1820.56794740172,5140.77418108418
"600_2200",-0.107452253354598,-0.444977876480844,-0.145511998582631,22.9430541538122,-760.230894073648,-248.602734265777,1678.25899050761,6701.07815682728
"600_2200",-0.25461635023343,-0.182920074136461,-0.996189896558691,25.2311417648311,-312.513270557544,-1701.9595259823,1355.82932972797,8168.09221213684
"600_2200",-0.213345693347881,-0.118466991433381,-0.640801768554249,16.5540402255191,-202.397178771857,-1094.78993716431,1294.51497875897,5762.38694969544
"600_2200",-0.237674555250208,-0.538730217200844,-0.793449729950952,11.7474006741019,-920.4038590101,-1355.58424246531,1751.14781052525,4814.21636822285
"600_2200",0.190246200088398,-0.358314955077545,-0.581280679961649,-8.6614419394123,-612.169982051428,-993.100004274047,1652.05562803428,-158.009180723262
"600_2200",-0.175504970212191,-0.290641063986785,-1.43215560277596,14.0993349778127,-496.55123907874,-2446.79340681294,1492.68976905977,6062.88998149773
"600_2200",-0.177015277627666,-0.366079788847247,-1.22796628821547,-24.4195072764414,-625.435959600153,-2097.94229898648,1575.32030433423,-3105.62024194561
"600_2200",-0.163152731561223,-0.380183758590206,-0.530715624208085,-5.71953298579811,-649.532154252516,-906.711175578941,1594.05323612539,469.468495315463
"600_2200",-0.0339978420110047,-0.337486102280152,-2.47648406028372e-05,-0.185753397311007,-576.584533377169,-0.0423099617041226,1577.07578972253,1170.63749858738
"600_2200",-0.110050239839003,-0.48266347164927,-0.316055896346246,-5.55383185667314,-824.615564015376,-539.971691529474,1719.10921710964,271.821781309502
"600_2200",-0.23195316183528,-0.191671674281085,-1.53906442958062,-11.1344426759977,-327.465107837952,-2629.44381997246,1370.71822297007,321.315591783438
"600_2200",-0.1133908673999,-0.310759793179733,-0.396129087307814,-3.58305277725498,-530.923463610311,-676.774253574745,1529.24262577385,817.507062941918
"600_2200",-0.108615823328927,-0.297838862144293,-0.418404196626422,-2.16488305625427,-508.848453879441,-714.830586637413,1516.13858142287,1171.30204678449
"600_2200",-0.150833076224921,-0.209574964838242,-0.209321113502404,0.470296919163191,-358.05232420648,-357.618627076339,1409.24724315985,1553.19166346104
"600_2200",-0.246509351922103,-0.104039066514629,-0.255255976263721,13.1536225116504,-177.747516754149,-436.096914721476,1270.94406877534,4548.73157478314
"600_2200",-0.232589055290416,-0.274172095227754,-0.746536627231208,12.0794462260603,-468.414516994563,-1275.43466220649,1461.31953027092,4839.71232677463
"600_2200",-0.0339840679509594,-0.144692019905182,-0.0441470727617401,-4.63860798129593,-247.201826139719,-75.4239039069101,1365.00901224497,185.237989729231
"600_2200",0.0521648857088531,-0.247766225629003,-0.448504818977819,10.5409253954964,-423.300908172902,-766.256565886878,1498.39216738951,4154.64500333525
"600_2200",-0.11272195820855,-0.479239813640773,-1.24510176314793,25.9930342790006,-818.76635054574,-2127.21772618594,1714.72289446689,8618.79881712483
"600_2200",-0.14982332389926,-0.396952288894698,-0.145118933931393,17.3129778472177,-678.180667941565,-247.931195506136,1615.59334356436,5393.36684514029
"600_2200",-0.106597636705188,-0.424978077470182,-0.967221159238844,3.9407683554968,-726.061858068049,-1652.46733718626,1656.45801444125,3192.6960948567
"600_2200",-0.255763597378467,-0.201543200259773,-1.8652707552596,19.6275674384625,-344.330303653979,-3186.75720504384,1376.04804320299,7822.94000783114
"600_2200",0.0096673298207046,-0.432730216007968,-1.35111489448122,-9.08984066573907,-739.306146206986,-2308.33787142651,1691.98143919855,589.322120854916
"600_2200",0.017519573069092,-0.361414063017598,-2.72643875849472,0.00121043421699608,-617.464711800085,-4658.03601608207,1615.35822741972,4213.05536502707
"600_2200",0.270722332190518,-0.441364320708647,-0.367234220130975,14.7089619590287,-754.057246167356,-627.408269625801,1762.09461994581,5033.04857819651
"600_2200",0.0664351816489239,-0.299982428672179,-0.604259498505027,8.37812714239568,-512.510670776354,-1032.35860271077,1559.14253870756,3823.78007252401
"600_2200",-0.173286353913374,-0.177695911704067,-0.523210073119852,6.98611182751531,-303.587951150264,-893.888174445831,1368.96731361267,3411.40735056144
"600_2200",-0.0242680330914197,-0.269858781906493,-1.43131248546878,-3.49895679657383,-461.045355029533,-2445.352967056,1504.94618905853,1975.71664504715
"600_2200",0.00967888349566948,-0.343026399807778,-2.08246159581493,-15.5697720100857,-586.049959784816,-3557.8210165884,1593.311559495,-110.821389367253
"600_2200",-0.232716955674074,-0.406101109737243,-2.09036006983511,4.97034526151291,-693.811144458405,-3571.31531435813,1606.4093431067,4667.19164813923
"600_2200",-0.0902075427009593,-0.0040555126172313,-0.0436356525820311,4.99987237927747,-6.92871746188362,-74.5501583995102,1197.25657472371,2422.68817014499
"600_2200",-0.195651488557133,-0.340571609192716,-0.619492320898043,13.036998956865,-581.856026192406,-1058.38340708688,1542.93452557376,4922.30543711933
"600_2200",-0.0883066557114749,-0.466105050223466,-0.961778790966193,-10.3720097922731,-796.326014825779,-1643.16921987194,1705.94401998954,-136.654524984743
"600_2200",0.0210754717958908,-0.350584045609078,-0.195907947404314,-12.1397484911312,-598.961963118677,-334.702649015241,1604.27106975354,-1389.55963854533
"600_2200",0.215094642675693,-0.158791065022106,-0.499495641482892,2.86117148840805,-271.289607221314,-853.372803865176,1438.35268556727,2427.52890986732
"600_2200",-0.106310132197562,-0.242297520354575,-0.854676574089351,5.88224987684393,-413.957794908298,-1460.18840577509,1455.57948937334,3519.70257032786
"600_2200",-0.37570458519748,-0.384317524488698,-0.439037229727697,-1.49725873412419,-656.594565017193,-750.081483437242,1549.24669800076,1349.01743728281
"600_2200",0.124203056114746,-0.523263078562247,-0.452758697965263,3.21388274986097,-893.978732599377,-773.524186136859,1818.16062921211,2458.01712715152
"600_2200",-0.293408563158381,-0.49808857461058,-0.584025417242513,2.66471760127107,-850.968873775845,-997.789302747785,1693.50155319676,2474.89439387271
"600_2200",-0.105351818451353,-0.078155682448548,-0.224687707465303,-0.436500536316528,-133.526558252057,-383.871976028586,1275.24897640754,1359.54025714512
"600_2200",-0.395739393611241,-0.532888440865853,-0.0873254288111796,4.19652692824642,-910.423365415112,-149.192785370636,1708.02000302975,2284.21284823267
"600_2200",-0.442851445009222,-0.473169069321237,-0.725249926553466,6.60626953998503,-808.394672254152,-1239.06699463591,1631.39057202813,3545.44979794668
"600_2200",-0.329853033748724,-0.462531656278853,-0.265280217434365,-15.7204084282796,-790.220982155673,-453.22301970413,1645.92734554925,-2144.66488982019
"600_2200",-0.214447135769275,-0.374011496699386,-1.21415849366501,1.54934326611069,-638.987036340532,-2074.35211046004,1575.35352559591,2909.04427657356
"600_2200",-0.266784159487915,-0.378287237502259,-1.58645836377631,-6.31109753212144,-646.29200682379,-2710.41488588748,1567.90433588718,1493.40757648226
"600_2200",-0.100218228869276,-0.223330652246563,-0.605487320303315,0.129858627463584,-381.553489297495,-1034.4562981532,1436.1307933927,1909.91899486877
"600_2200",-0.15733953257773,-0.218617097307272,-1.60316314189572,16.1309689332324,-373.500526947765,-2738.95448094658,1417.68265348861,6722.73162273024
"600_2200",-0.337184433756616,-0.277537385779368,-0.583589890123618,5.96178204610759,-474.164011475287,-997.045218179785,1440.73470183314,3239.97917997409
"600_2200",-0.344243196261569,-0.434683219504778,-0.551380516086397,-0.99145229391734,-742.642792078576,-942.016502110745,1611.95324038386,1590.03903414826
"600_2200",-0.0666187288817762,-0.401850816534553,-0.557080482731386,2.6562863858153,-686.549650410408,-951.754718250791,1640.30137555007,2443.29776601374
"600_2200",-0.099060753324952,-0.368008439281312,-0.400306628938,-8.10091344746777,-628.730999019732,-683.911453818638,1595.54248221664,-226.925087811803
"600_2200",-0.254938467360179,-0.365781834860025,-1.30683308623958,-12.9157902223512,-624.926914458652,-2232.68377613311,1556.89913856321,-347.755714912113
"600_2200",-0.0475743768291482,-0.11816781379317,-0.724239991704407,-17.7555662271366,-201.886043057193,-1237.3415522851,1332.67725916045,-2112.37219229785
"600_2200",-0.252751373424022,-0.660835770697614,-0.596256232439911,8.71649826850371,-1129.01740816079,-1018.68527098401,1881.96092239999,3893.54491251153
"600_2200",-0.0750168111795525,-0.221873480144466,-0.59004970857111,-16.3176919781479,-379.063955977866,-1008.08161754581,1440.37958895517,-1926.11098290281
"600_2200",0.287164546873241,-0.137028047541611,-1.63292906351869,-1.80857021818225,-234.108167173587,-2789.80863438747,1431.14807777228,2589.99153150534
"600_2200",-0.0103236815952074,-0.22814665756091,-0.681563861220602,-17.0242091558131,-389.781484933918,-1164.43070761594,1462.30142980502,-1989.49726358629
"600_2200",-0.480469563973444,-0.192430610130834,-0.114679965490797,4.43772687233345,-328.761726187076,-195.927162462328,1313.84862338999,2370.30790568473
"600_2200",-0.269891555648226,-0.544878708641822,-1.9808692064124,6.94805984754249,-930.908365846138,-3384.25357175861,1750.43039326899,5005.97032004157
"600_2200",0.0121654648174876,-0.274548317170064,-1.75221879509405,-7.07685902217326,-469.057280508638,-2993.61143916185,1518.56429027075,1497.93458005956
"600_2200",-0.411157496376048,-0.436231542261015,-1.17809108108256,-0.416907960465563,-745.28805346235,-2012.7320552534,1598.11916110437,2412.8158963907
"600_2200",-0.652467877155261,-0.229009974850981,-0.938918616727232,3.7339926088049,-391.256435734822,-1604.11332154772,1314.1480061185,3113.55139545165
"600_2200",0.0974662289001193,-0.219441083401282,-0.856470249858344,21.6438372459162,-374.908281620667,-1463.25284516773,1477.75379991569,7181.44682179361
"600_2200",-0.102206360535762,-0.74531259509307,-0.649306278747522,6.46956892957963,-1273.34344128083,-1109.31962893016,2009.83977876448,3430.17188960627
"600_2200",-0.185694336860841,-0.204977161020847,-1.33659902391646,2.79360028670895,-350.197119056694,-2283.5379570016,1396.09511144347,3332.63763344146
"600_2200",0.0861846027662883,-0.199176357427004,-1.04223311713244,4.99028268222756,-340.286626118551,-1780.62293958758,1452.84342684086,3518.90049010227
"600_2200",0.0969306377119683,-0.48390925243078,-0.37820395137139,-2.89358695256798,-826.743941823363,-646.149715053611,1768.53960237056,957.880671256349
"600_2200",-0.166099603746381,-0.365926217727592,-0.00376056685663126,4.59181518126927,-625.173588107613,-6.42481178221809,1577.68595035192,2284.07721676823
"600_2200",-0.126272307921045,-0.443193953168832,-0.621545436424624,-3.26533244434027,-757.18311645114,-1061.8910912548,1671.92677351967,1139.23420079825
"600_2200",-0.0689413792322933,-0.243911194959396,-0.790942167877915,-7.17821475086662,-416.714707897475,-1351.30015047448,1466.03136204667,417.013461037161
"600_2200",0.138455685359164,-0.152293717420126,-1.4846071407726,-6.12324091311526,-260.18909045939,-2536.40523188183,1413.41049295887,1424.9925684638
"600_2200",0.102223273907572,-0.328040591955998,-0.068430790350126,2.41142675525291,-560.447172087427,-116.911881870339,1598.31584435258,1848.93668413522
"600_2200",-0.25245410008216,-0.30351250302177,-0.84980522095273,-1.34303165504528,-518.541693262596,-1451.86585010179,1488.98086793444,1836.66558806453
"600_2200",0.00877843290182734,-0.117308301963293,-0.104504536153028,-23.230139343761,-200.417593766946,-178.542757187589,1344.81668630147,-4065.24168610453
"600_2200",-0.190553823722017,-0.327676200425823,-0.0594017990284224,-5.30836212163355,-559.82462046538,-101.486130371483,1529.93346637488,46.5039458431354
"600_2200",0.165644752131175,-0.670146236951387,-1.12666406855062,-14.0923415656823,-1144.92405084678,-1924.87060014941,1989.35200507449,-819.128395127623
"600_2200",-0.321809111442825,-0.129401483217101,-0.741134464397444,-3.70781403775322,-221.078418681401,-1266.20523463692,1281.35799189765,1168.03767211867
"600_2200",-0.115761581514433,-0.225261342078253,-0.736714507474543,-7.53114205179166,-384.852012964632,-1258.65387538769,1434.64541891076,275.415856726268
"600_2200",-0.0860512916014192,-0.36841826651412,-0.637613607015784,-0.350515890130861,-629.431176129833,-1089.34306210615,1599.01402447556,1833.71647507219
"600_2200",-0.182776793861171,-0.451491586567796,-0.0738422752569132,-0.340947994101069,-771.359365633411,-126.157235912407,1667.93392595066,1215.79991170209
"600_2200",0.0802683405770326,-0.234663073472397,-0.755212453637054,-2.13847929442592,-400.914579310935,-1290.2570424055,1490.50443747642,1547.91582642058
"600_2200",0.0435729128502497,-0.380597676505754,-1.35695713931503,15.9599909126591,-650.239320167142,-2318.3191654372,1642.50932338753,6412.20916438635
"600_2200",-0.153906597087209,-0.51426660039363,-0.251859036253536,6.8276434570724,-878.60852881367,-430.293348122883,1743.68882936875,3076.13049864792
"600_2200",-0.192363307475296,-0.407059522296961,-0.126801829293277,11.0749431940282,-695.448562576646,-216.636990621155,1616.83351901718,3924.77416299949
"600_2200",-0.075099339466943,-0.238076813917585,-0.621307495065489,6.62843712424974,-406.746848931406,-1061.48457582616,1458.18379799488,3436.26223383598
"600_2200",0.048748831570547,-0.470092403948188,-2.83709111534993,5.43150984954168,-803.138284934816,-4847.08213416927,1742.15371753634,5595.66257279003
"600_2200",0.00986103814797729,-0.174036044659643,-1.30526502075962,-6.23534742165111,-297.335181872436,-2230.00478491847,1407.46754523022,1201.68886801661
