"delta.posterior.acc","delta.posterior.rt"
0.200443576446253,0.50653471170754
0.286889079169885,0.316367709741734
0.425346960096563,0.113908488186628
0.394184828163547,-0.297209729969087
0.159254669910432,0.343241119268763
0.169281905859838,0.879342879401575
0.197254193639292,0.400352589520051
0.0976751987344419,0.240713611388257
0.372216622555972,0.419661249154418
0.0875666259491672,0.798179242623655
0.307530152632644,0.460423242919349
0.357670326323229,-0.214015957340348
0.406342217161044,-0.0716495718212111
0.566461315728329,-0.338024905385132
0.240903241831249,0.577243457856321
0.0260217782094595,0.336315758757861
0.234831218397049,0.366193585439273
-0.827308733623815,0.145321485347414
-0.182357625464635,-0.0906865790851369
0.151189637778323,-0.206650922973346
0.844246459794724,0.228598774508789
0.406885607637575,0.101241537256308
-0.109376258079116,0.213751371125543
0.453478703446951,-0.308283313740283
-0.142110353455117,0.216001745827082
1.26061735511933,0.411176537453807
0.141693448226604,0.208697486604509
0.576736686387214,0.0398747707371807
0.479442684104113,0.424960823797022
0.565010948077564,0.575737791811444
0.750772811340738,0.122177091685842
0.33832175335569,0.322472232108312
-0.200339541410949,0.450042550029316
1.01083560923979,-0.136072111396822
-0.356384792418652,0.324573500716699
0.828572784607095,-0.411824162599051
0.159194183180318,0.809244226543024
0.00469893224625872,0.650968672259948
0.966100672007067,0.286403433460891
-0.425624210733015,-0.217466432520714
0.475646178906381,-0.104620590699723
0.271820129044295,0.638862962782552
0.353446735962385,-0.44938364428835
0.454415184969878,-0.0724394716988663
0.589703825817781,0.199159042888025
0.128494523063497,0.382704834532393
0.354563127284119,-0.257195507712284
0.339766289142798,0.300902982309081
0.0326494145897388,0.646910737482794
-0.451752864963661,0.140166955009605
0.307835292107529,-0.194497051988673
0.730085384296272,-0.330554247828622
-0.369861558387269,0.810237959297715
0.724444569319667,-0.0667080068161308
0.163660414925113,0.0299174709163541
0.0402459291619211,-0.0289552344893429
0.584525178801503,0.0938278281605824
0.207600877300369,0.902550452109511
0.0769566991360497,0.393137363655248
0.683763748010549,-0.0691682377818182
0.0184040079697996,-0.0593010279408392
0.262179050560263,0.10757901987889
0.926420114536207,-0.144527265493932
-0.228617969170666,0.247950634609395
-0.0100839033458288,0.152998347669341
0.310614899317913,0.00911781672378228
-0.20585457334184,0.325007932261837
0.34402528418845,0.397520850253921
0.26922312216667,0.105139519595845
-0.412663121818139,0.230474656223488
0.188218441450218,0.405210891529416
0.0111568904210149,0.190454177277151
0.442379640208266,0.397326152026066
0.370173142603874,0.117856389711244
0.00772019609979227,-0.0611500028996748
0.192804912740288,0.267666930180626
0.0398258350936286,0.31399650099603
0.371747303886646,0.383385903281788
0.492160179979828,-0.0134456001725222
0.734282984694227,0.388078946720357
-0.177149563798725,-0.634002631691826
0.54427213834069,0.119971259538083
0.618664207015096,0.225140454511789
0.225985769673654,0.610268140851558
0.380271921117567,0.548296170979429
0.459643518591536,0.151016594375189
0.608331185737836,0.49964090797774
0.284119036006075,0.0871893901124308
0.458780774488535,-0.193651666813533
-0.0895647476423125,-0.137941851143907
0.356638255984069,0.108467279212274
-0.114253059547664,-0.159898787927052
0.0593325607752225,-0.234073047593358
0.0848136802203429,-0.169328574663282
-0.0753407361888129,0.122057988771396
-0.0170779275464887,-0.186743776605333
0.423827038157501,0.595876574474475
0.515398342949543,0.215058990131402
0.552623491724061,-0.138348658929163
1.19588122194831,0.156216538469861
0.057558679398768,0.190863210148527
0.252005681035036,0.489711364433694
0.279778776236255,0.616550222449755
0.100780704766172,0.201091550334588
0.230828298170942,-0.136351770452704
0.339525664899522,0.503472083200879
0.401904314420897,-0.218699932028957
-0.48498953396679,0.52948217853779
-0.447604460860949,0.700043606344699
0.17950276258438,0.204448055499199
0.391246641185972,0.775446777906317
0.773592892681745,-0.0692711381772542
0.216167227164765,0.36014848336586
0.250685298119958,-0.0288528507130941
0.452104485009189,0.368781003369614
0.0512258263880517,0.52668117043877
0.328442874355983,0.621374957288423
-0.0821650419353568,0.5309833151645
0.070483886685865,0.0231373921752002
0.674906502983818,-0.32781671253847
0.35735836770759,0.267558323135446
-0.227152302459572,0.246551585663162
0.561346187870951,0.65050543474728
-0.0660365132921278,0.310037709085919
0.109469415434649,0.148776066917397
0.779565570024012,0.2331679163627
0.144796434635446,1.01329572185744
0.038028400807751,0.538501639901766
-0.0869106537249469,0.129642502625013
0.627567821347443,0.0128891698911033
0.746991752798615,1.40049620021023
0.164055203152915,0.132979701616876
0.535357461991415,-0.0633373465617679
0.692447586530231,0.53001963749226
0.456481346549698,0.528318482089263
0.515988372512115,0.555660126941965
-0.0405778492045837,0.0975843401077416
0.310112484479581,0.206960799519763
0.468497752167075,0.229659977363784
-0.296758264917398,0.731342320715447
0.123211106619004,0.343166471658916
0.298708030452402,0.563381629277962
0.0833390682492117,0.434571795679434
0.40629979665295,0.638212793353084
0.223702645374761,0.279003378975055
-0.32352138286127,0.47536430307173
0.160235831003709,0.0978950170444282
0.20300410577447,0.350939208452354
0.917095152454885,0.0626784954115106
-0.353446589896307,-0.490559891977823
0.760947242415129,0.218693381444461
-0.33359543933569,0.462498218227221
0.0423302393972835,-0.0890514432963049
0.239477763034736,-0.336115472459756
0.729406013483148,0.440536911749929
-0.237538691031352,0.0235812879500049
-0.25189452261449,0.521830577366101
0.515643058641597,1.01153489749171
-0.518715078651594,-0.0726835515862219
0.282308692820481,0.590265166498934
0.707306222300012,-0.184403839134737
0.17130833821972,0.385198992350696
0.77320755529526,0.20321959532112
-0.334958484781672,0.284295550046563
0.482971233341259,-0.781393448845664
0.484475911597533,0.357979829104513
0.113600348888185,0.484190022806984
0.00519045371547905,-0.290834424525439
0.485847927547831,0.0202442830863605
0.462185598580929,-0.197306794635608
0.171820728292632,-0.145089608436342
0.555322631800741,-0.0717785265451621
0.187046360835772,-0.0942725826575839
0.43102755462272,0.377990489819463
-0.014106160190999,0.191614214204707
0.0271951115528744,-0.236162630265966
0.0284734197117733,0.561801510067146
0.533477017269195,-0.0713020553585289
-0.213704070298321,0.36149488994519
0.332594174721973,0.339474395838192
1.01687286916382,0.124709677048487
0.221561921713067,0.113099149277131
0.168718864979572,0.0268312001098224
0.247048593466399,0.41940040048289
0.0254313442427586,0.608403275029433
0.924688637329207,-0.124076400617305
0.418907625635018,0.555470707888289
-0.37220397425909,0.07448540428959
0.442792778294005,0.0386769671701391
-0.0588148165129423,0.197820826638546
-0.00377253576583808,-0.262640060793651
0.749483777160156,0.887111151424842
-0.0276511255190032,0.327393807784385
0.115427304109643,0.406691777573649
0.0531821209509274,-0.105045893676001
0.0735160677094653,0.422064021314848
0.265283620877978,0.34672025289116
-0.141451059431965,0.410593693998186
0.356037109893602,-0.463147348909657
0.243445797776192,0.143433535957436
0.47980819328187,0.56292822405523
0.0136781809469632,-0.0904823282603301
