"","Sub.Num","RTadult"
"1","1",846.388888888889
"2","10",493
"3","11",825.285714285714
"4","2",713.705882352941
"5","30004",1114.80555555556
"6","30038",723.96875
"7","30039",507.653846153846
"8","5",731.472222222222
"9","6",1372.09677419355
"10","9",575.727272727273
