"Sub.Num"	"van"	"van_n"	"van_sd"
"1"	0.824970043572985	36	0.0800496671630155
"10"	0.815631981100651	26	0.0786389576100543
"11"	0.706265542875156	22	0.106316238029291
"2"	0.833196118813498	36	0.0884075409452211
"30004"	0.728442117159467	40	0.130481283541248
"30038"	0.747262059995841	32	0.0657159522257518
"30039"	0.61643750722921	32	0.0674065771526516
"5"	0.864253665854675	36	0.0899295482257896
"6"	0.659193990658745	36	0.142085731628516
"9"	0.917921613008276	36	0.0469063728647372
