"trial","trial_in_block","block","gate","target_image","chosen_image","chosen_img_index","correct","rt","date","id","gender","age","asl_fluency","age_learned_asl","gate_name","gate_num"
"197","7","6","car_where_1_25_6","car","car","1",TRUE,"3592","2015-04-27-10-22",11,"Male","27","[undefined]","0","car_where_1","6"
"198","8","6","love_cat_3_22_2","cat","cat","0",TRUE,"5311","2015-04-27-10-22",11,"Male","27","[undefined]","0","love_cat","2"
"199","9","6","kitty_hey_3_02_3","cat","bird","0",FALSE,"5088","2015-04-27-10-22",11,"Male","27","[undefined]","0","kitty_hey","3"
"200","10","6","bird_where_4_09_4","bird","bird","1",TRUE,"5768","2015-04-27-10-22",11,"Male","27","[undefined]","0","bird_where_4","4"
"201","11","6","ball_find_2_01_1","ball","ball","0",TRUE,"2896","2015-04-27-10-22",11,"Male","27","[undefined]","0","ball_find","1"
"202","12","6","book_look_2_03_3","book","car","0",FALSE,"3264","2015-04-27-10-22",11,"Male","27","[undefined]","0","book_look","3"
"203","13","6","love_ball_3_20_4","ball","ball","1",TRUE,"4820","2015-04-27-10-22",11,"Male","27","[undefined]","0","love_ball","4"
"204","14","6","car_where_3_24_4","car","car","0",TRUE,"5372","2015-04-27-10-22",11,"Male","27","[undefined]","0","car_where_3","4"
"205","15","6","bear_where_4_06_4","bear","bear","0",TRUE,"5565","2015-04-27-10-22",11,"Male","27","[undefined]","0","bear_where_4","4"
"206","16","6","doll_where_1_26_3","doll","doll","1",TRUE,"3063","2015-04-27-10-22",11,"Male","27","[undefined]","0","doll_where_1","3"
"207","17","6","kitty_where_2_04_2","cat","bird","0",FALSE,"5226","2015-04-27-10-22",11,"Male","27","[undefined]","0","kitty_where","2"
"208","18","6","love_doll_3_21_2","doll","doll","1",TRUE,"5320","2015-04-27-10-22",11,"Male","27","[undefined]","0","love_doll","2"
"209","19","6","love_bear_3_20_4","bear","bear","0",TRUE,"4368","2015-04-27-10-22",11,"Male","27","[undefined]","0","love_bear","4"
"210","20","6","shoes_which_1_25_4","shoe","shoe","1",TRUE,"2766","2015-04-27-10-22",11,"Male","27","[undefined]","0","shoes_which","4"
"211","21","6","book_where_2_03_4","book","book","1",TRUE,"3270","2015-04-27-10-22",11,"Male","27","[undefined]","0","book_where_2","4"
"212","22","6","love_car_3_18_1","car","car","0",TRUE,"5049","2015-04-27-10-22",11,"Male","27","[undefined]","0","love_car","1"
"213","23","6","ball_where_4_09_4","ball","ball","1",TRUE,"5604","2015-04-27-10-22",11,"Male","27","[undefined]","0","ball_where_4","4"
"214","24","6","cat_where_3_28_1","cat","cat","0",TRUE,"5374","2015-04-27-10-22",11,"Male","27","[undefined]","0","cat_where","1"
"215","25","6","bear_where_2_00_6","bear","bear","1",TRUE,"3252","2015-04-27-10-22",11,"Male","27","[undefined]","0","bear_where_1","6"
"216","26","6","love_shoes_3_18_6","shoe","shoe","1",TRUE,"5085","2015-04-27-10-22",11,"Male","27","[undefined]","0","love_shoes","6"
"217","27","6","car_which_1_28_3","car","car","1",TRUE,"3394","2015-04-27-10-22",11,"Male","27","[undefined]","0","car_which","3"
"218","28","6","love_bird_3_19_1","bird","bird","0",TRUE,"5411","2015-04-27-10-22",11,"Male","27","[undefined]","0","love_bird","1"
"219","29","6","book_which_2_00_4","book","car","0",FALSE,"3836","2015-04-27-10-22",11,"Male","27","[undefined]","0","book_which","4"
"220","30","6","bird_look_1_24_1","bird","cat","1",FALSE,"3023","2015-04-27-10-22",11,"Male","27","[undefined]","0","bird_look","1"
"221","31","6","shoe_where_1_21_4","shoe","shoe","1",TRUE,"2847","2015-04-27-10-22",11,"Male","27","[undefined]","0","shoe_where","4"
"222","32","6","bird_where_1_28_4","bird","bird","0",TRUE,"2990","2015-04-27-10-22",11,"Male","27","[undefined]","0","bird_where_1","4"
"223","33","6","doll_find_2_02_5","doll","doll","0",TRUE,"3754","2015-04-27-10-22",11,"Male","27","[undefined]","0","doll_find","5"
"224","34","6","ball_where_1_26_6","ball","ball","1",TRUE,"7057","2015-04-27-10-22",11,"Male","27","[undefined]","0","ball_where_1","6"
"225","35","6","love_book_3_27_4","book","book","1",TRUE,"5926","2015-04-27-10-22",11,"Male","27","[undefined]","0","love_book","4"
"226","36","6","ball_which_2_02_3","ball","ball","1",TRUE,"3227","2015-04-27-10-22",11,"Male","27","[undefined]","0","ball_which","3"
"227","37","6","book_where_4_05_3","book","book","1",TRUE,"5506","2015-04-27-10-22",11,"Male","27","[undefined]","0","book_where_4","3"
"228","38","6","doll_which_1_21_2","doll","bear","0",FALSE,"3326","2015-04-27-10-22",11,"Male","27","[undefined]","0","doll_which","2"
