"Time.ms","hearing_status_participant","value_cat","mean_prop_looking","ci_low","ci_high"
"1367","deaf","Distractor",0.0692161902639844,0.0327018875732111,0.0390918142825312
"1367","deaf","Signer",0.493085917350623,0.0954314450867759,0.100332212211808
"1367","deaf","Target",0.437697892385392,0.0918336134351759,0.0940937106194458
"1367","hearing","Distractor",0.0994505494505494,0.0485958485958486,0.0550091575091575
"1367","hearing","Signer",0.455555555555556,0.0940384615384616,0.0940277777777779
"1367","hearing","Target",0.444993894993895,0.0753434065934066,0.0738202075702075
"1400","deaf","Distractor",0.0680267091654475,0.0351596840659341,0.0404262361574184
"1400","deaf","Signer",0.479071780741189,0.0949208863690166,0.10599388838796
"1400","deaf","Target",0.452901510093364,0.095593364122655,0.0889531654007757
"1400","hearing","Distractor",0.109057386314911,0.0556234164386338,0.0615954210226786
"1400","hearing","Signer",0.427001556600219,0.0887450170602345,0.0785818663870503
"1400","hearing","Target",0.46394105708487,0.070838358501402,0.0680707415030157
"1433","deaf","Distractor",0.0619043793216587,0.0356931177737703,0.0377294362347212
"1433","deaf","Signer",0.471217507982214,0.094774525030729,0.100990645384028
"1433","deaf","Target",0.466878112696127,0.104481071547937,0.0971583965207587
"1433","hearing","Distractor",0.113445528830144,0.054480743615359,0.0528342490842491
"1433","hearing","Signer",0.416684145417177,0.0906734724551466,0.0780455121801276
"1433","hearing","Target",0.469870325752679,0.0751850430866268,0.0806836621146576
"1467","deaf","Distractor",0.057193985548765,0.0327686777836134,0.0439833603896104
"1467","deaf","Signer",0.463370376559715,0.110946188844856,0.108151548971861
"1467","deaf","Target",0.47943563789152,0.100802735867074,0.0997276467405144
"1467","hearing","Distractor",0.14227890281402,0.0726997194555723,0.0879592230511963
"1467","hearing","Signer",0.380747791784581,0.0952394734585369,0.0996252771754443
"1467","hearing","Target",0.476973305401399,0.0770557229838166,0.0753515687211338
"1500","deaf","Distractor",0.0603017029947177,0.031786171727578,0.0390251745548161
"1500","deaf","Signer",0.450934400566753,0.100969693602966,0.118314410517995
"1500","deaf","Target",0.488763896438529,0.105672771494233,0.0953787179936076
"1500","hearing","Distractor",0.133042342273112,0.0639736801659879,0.0741587771203156
"1500","hearing","Signer",0.380524603601527,0.0978127001203924,0.0896665834165833
"1500","hearing","Target",0.486433054125362,0.0692747957171034,0.0770868938753553
"1533","deaf","Distractor",0.0579993178798326,0.0308154270413002,0.0337859540122867
"1533","deaf","Signer",0.432056939180101,0.100615738810822,0.108951954907837
"1533","deaf","Target",0.509943742940067,0.100791130846278,0.0950891996330875
"1533","hearing","Distractor",0.128565372998571,0.0661415774396544,0.0758713382321682
"1533","hearing","Signer",0.368652523814467,0.0959592490842491,0.0950820931767288
"1533","hearing","Target",0.502782103186961,0.0792645074224021,0.0863503865679979
"1567","deaf","Distractor",0.0547016032213401,0.0268528398000026,0.0368927245314992
"1567","deaf","Signer",0.424025033811218,0.108434184487844,0.112620690941003
"1567","deaf","Target",0.521273362967442,0.109539319644172,0.101213585048906
"1567","hearing","Distractor",0.132642405903275,0.0650149307214525,0.0714581475287997
"1567","hearing","Signer",0.35929946102715,0.0883079008139077,0.0951710662525879
"1567","hearing","Target",0.508058133069575,0.0777951518986988,0.0820846486338478
"1600","deaf","Distractor",0.0523120656755525,0.0259127265963203,0.0264244595864662
"1600","deaf","Signer",0.418023396559581,0.104689248867908,0.115954904128218
"1600","deaf","Target",0.529664537764867,0.110473738501082,0.0987795260523469
"1600","hearing","Distractor",0.160305805305805,0.0625285131535131,0.0616742979242979
"1600","hearing","Signer",0.34002553002553,0.073521978021978,0.0843731268731268
"1600","hearing","Target",0.499668664668665,0.0922728937728938,0.0817923604173604
"1633","deaf","Distractor",0.0565179639439508,0.0266433671180793,0.0328931081254272
"1633","deaf","Signer",0.401746600439035,0.117861236077519,0.129645935410532
"1633","deaf","Target",0.541735435617015,0.122132485592806,0.105655346024589
"1633","hearing","Distractor",0.175084915084915,0.0698351648351648,0.0794625374625374
"1633","hearing","Signer",0.317888602625445,0.0760390442890443,0.0793042045673624
"1633","hearing","Target",0.50702648228964,0.0854250793066583,0.0908894614157771
"1667","deaf","Distractor",0.0989804830424993,0.0508432798134206,0.0674014803364528
"1667","deaf","Signer",0.349421073637405,0.103084870093142,0.105311985888853
"1667","deaf","Target",0.551598443320096,0.126156021779111,0.107439879819935
"1667","hearing","Distractor",0.184445554445554,0.0781156343656344,0.089343906093906
"1667","hearing","Signer",0.320138019874862,0.0727244509876089,0.0786386113886114
"1667","hearing","Target",0.495416425679584,0.0949791546173125,0.0929506458453828
"167","deaf","Distractor",0.00804924242424242,0.00804924242424242,0.0132575757575758
"167","deaf","Signer",0.984138257575758,0.0184659090909091,0.0158617424242424
"167","deaf","Target",0.0078125,0.0078125,0.015625
"167","hearing","Distractor",0.00769230769230769,0.00769230769230769,0.0153846153846154
"167","hearing","Signer",0.973076923076923,0.0384615384615384,0.0269230769230769
"167","hearing","Target",0.0192307692307692,0.0192307692307692,0.0384615384615385
"1700","deaf","Distractor",0.0865424679487179,0.0394916866987179,0.0498432491987179
"1700","deaf","Signer",0.339008077083735,0.0908566789570079,0.0997944304872758
"1700","deaf","Target",0.574449454967547,0.0988919413919414,0.0937054073484994
"1700","hearing","Distractor",0.187668456150238,0.0834340239158053,0.0807393421917713
"1700","hearing","Signer",0.313029664892013,0.0749954212454212,0.0850736357659434
"1700","hearing","Target",0.499301878957749,0.10095003287311,0.098547672806276
"1733","deaf","Distractor",0.0851318500578369,0.0407756696428571,0.0462291470864662
"1733","deaf","Signer",0.333944235588972,0.0946293016194332,0.100450997284879
"1733","deaf","Target",0.580923914353191,0.0918255599937344,0.0952864733950261
"1733","hearing","Distractor",0.184941891217195,0.0821647560716386,0.0893403071287687
"1733","hearing","Signer",0.3066218307109,0.0647384610441291,0.0707121291888498
"1733","hearing","Target",0.508436278071906,0.0919426401308993,0.0937851408600396
"1767","deaf","Distractor",0.0919583565263712,0.0404829014939309,0.0456279603855431
"1767","deaf","Signer",0.331325919790993,0.0993311427134956,0.121933412788192
"1767","deaf","Target",0.576715723682635,0.111452668807908,0.0872180409289784
"1767","hearing","Distractor",0.172252747252747,0.0774771062271062,0.079915293040293
"1767","hearing","Signer",0.315003855793329,0.0722057547715442,0.0755578850973588
"1767","hearing","Target",0.512743396953923,0.0876564006169269,0.0947423848081742
"1800","deaf","Distractor",0.0852411705618942,0.035629660566955,0.0367057866749478
"1800","deaf","Signer",0.318175455757693,0.0899144724062488,0.108804658882784
"1800","deaf","Target",0.596583373680413,0.0967512786920682,0.0868863805921783
"1800","hearing","Distractor",0.164985014985015,0.0736184648684649,0.0841683316683317
"1800","hearing","Signer",0.311182209603262,0.0669970570365307,0.0750197638618691
"1800","hearing","Target",0.523832775411723,0.0795868605079132,0.0911847845137318
"1833","deaf","Distractor",0.087987065018315,0.0378549965659341,0.0369699519230769
"1833","deaf","Signer",0.316265071733822,0.0950387047847985,0.105111750228938
"1833","deaf","Target",0.595747863247863,0.0962349139575702,0.0849810983287547
"1833","hearing","Distractor",0.165323806628154,0.0732952192734802,0.0836478376695768
"1833","hearing","Signer",0.302178637533329,0.06033796771497,0.06592957671619
"1833","hearing","Target",0.532497555838517,0.0813480083989238,0.086669833789399
"1867","deaf","Distractor",0.089074926299191,0.0389322916666667,0.0411930907634032
"1867","deaf","Signer",0.311257334373143,0.0892386240444604,0.110254956058035
"1867","deaf","Target",0.599667739327666,0.102487923636821,0.0818519515360048
"1867","hearing","Distractor",0.153664412510566,0.069407794128948,0.0780660653449115
"1867","hearing","Signer",0.302335314258391,0.0694205207185976,0.076594652142729
"1867","hearing","Target",0.544000273231042,0.0906674671482364,0.0889265221957529
"1900","deaf","Distractor",0.0928267878635526,0.0398627108185932,0.0423732517482518
"1900","deaf","Signer",0.305035662526471,0.0935532948975045,0.109164390892332
"1900","deaf","Target",0.602137549609976,0.0917274894733535,0.0916451232845994
"1900","hearing","Distractor",0.172242501088655,0.0862335581085581,0.107645319424166
"1900","hearing","Signer",0.285092673857856,0.0945305495786265,0.0997160043060852
"1900","hearing","Target",0.542664825053489,0.088143961301856,0.0861765427554901
"1933","deaf","Distractor",0.0888671377641966,0.0398387764196588,0.0440976234243698
"1933","deaf","Signer",0.30950069640327,0.0876713440511694,0.117514328119797
"1933","deaf","Target",0.601632165832533,0.0959275089697883,0.090894224877451
"1933","hearing","Distractor",0.176418880265034,0.0827207728169267,0.0940855191816731
"1933","hearing","Signer",0.272142663771623,0.097171034094111,0.112181358736789
"1933","hearing","Target",0.551438455963343,0.0856693532711633,0.0874062287636949
"1967","deaf","Distractor",0.0888630239442933,0.0402252762565021,0.0411438726956093
"1967","deaf","Signer",0.305921831311247,0.0884997949372466,0.112868612186228
"1967","deaf","Target",0.60521514474446,0.0977811414797435,0.0831458380912352
"1967","hearing","Distractor",0.165685123126595,0.0726818923829793,0.0784738248095271
"1967","hearing","Signer",0.267708060842037,0.0981001442488262,0.109635457253744
"1967","hearing","Target",0.566606816031368,0.087140792924041,0.0897918412576341
"200","deaf","Distractor",0.00804924242424242,0.00804924242424242,0.0132575757575758
"200","deaf","Signer",0.984138257575758,0.0210700757575757,0.0158617424242424
"200","deaf","Target",0.0078125,0.0078125,0.015625
"200","hearing","Distractor",0.0153846153846154,0.0153846153846154,0.0230769230769231
"200","hearing","Signer",0.965384615384615,0.0461538461538462,0.0346153846153846
"200","hearing","Target",0.0192307692307692,0.0192307692307692,0.0384615384615385
"2000","deaf","Distractor",0.0880699420584289,0.0427878329029645,0.0418147493497
"2000","deaf","Signer",0.297119792062226,0.0906884185882952,0.107397110990861
"2000","deaf","Target",0.614810265879345,0.0949002477785373,0.09319728060682
"2000","hearing","Distractor",0.171090430037798,0.0811615402141718,0.0941513486513486
"2000","hearing","Signer",0.270751704435915,0.0973347704926652,0.108355661881978
"2000","hearing","Target",0.558157865526287,0.0911919191919191,0.0877408936093147
"2033","deaf","Distractor",0.097544903013653,0.0435284832355145,0.0512858495670996
"2033","deaf","Signer",0.298808223026973,0.100079341231685,0.107938396239177
"2033","deaf","Target",0.603646873959374,0.105662371482684,0.0883830232267732
"2033","hearing","Distractor",0.175,0.0852564102564102,0.0910576923076923
"2033","hearing","Signer",0.2672534178255,0.099195197441765,0.109563823857302
"2033","hearing","Target",0.5577465821745,0.087180844041542,0.089997946370944
"2067","deaf","Distractor",0.0963106814209755,0.0449775614159805,0.0493309252362561
"2067","deaf","Signer",0.296047443841562,0.096072592134173,0.111344108896958
"2067","deaf","Target",0.607641874737463,0.108822668344727,0.100455653415212
"2067","hearing","Distractor",0.174120879120879,0.0827861721611722,0.093282967032967
"2067","hearing","Signer",0.270518925518926,0.104084401709402,0.117065170940171
"2067","hearing","Target",0.555360195360195,0.0952239010989011,0.0921527777777778
"2100","deaf","Distractor",0.0943596232199173,0.0440860135575209,0.051641719187675
"2100","deaf","Signer",0.299875155481773,0.0903783048038563,0.121594313315361
"2100","deaf","Target",0.60576522129831,0.103009613446194,0.0952688556847564
"2100","hearing","Distractor",0.145312806851268,0.0759218345756807,0.0848498510036971
"2100","hearing","Signer",0.2882110579479,0.112145733539964,0.11770811144546
"2100","hearing","Target",0.566476135200832,0.0975774461705635,0.0830287349290386
"2133","deaf","Distractor",0.0865720764980633,0.0402548674598428,0.0449106608851674
"2133","deaf","Signer",0.315367120731865,0.0994845965948181,0.120682152197003
"2133","deaf","Target",0.598060802770071,0.107682831343762,0.0942950647040114
"2133","hearing","Distractor",0.132617681463835,0.0638302189263728,0.070740515894362
"2133","hearing","Signer",0.307141742647816,0.117681175549597,0.117119976290017
"2133","hearing","Target",0.560240575888349,0.0926959706959707,0.0935174665078511
"2167","deaf","Distractor",0.0917157753917622,0.045053229467292,0.0518187014846143
"2167","deaf","Signer",0.31795638876231,0.0976876653439153,0.118551341065733
"2167","deaf","Target",0.590327835845928,0.108658470968298,0.0982148474089264
"2167","hearing","Distractor",0.127993622192707,0.0563542145624525,0.0538436503745428
"2167","hearing","Signer",0.31309594803874,0.115075348183472,0.126861790764537
"2167","hearing","Target",0.558910429768553,0.0977381762973868,0.093128681196759
"2200","deaf","Distractor",0.0999045362532205,0.0515291356121948,0.0617589962121212
"2200","deaf","Signer",0.298634204632657,0.0967842072036151,0.111727560231092
"2200","deaf","Target",0.601461259114123,0.105618388990825,0.0925458070373899
"2200","hearing","Distractor",0.127433122433122,0.0555995254745255,0.0640077977577977
"2200","hearing","Signer",0.337460142196984,0.118831418581419,0.128758162889742
"2200","hearing","Target",0.535106735369893,0.0961922288238078,0.0895710583276372
"2233","deaf","Distractor",0.106849747474747,0.0573153409090909,0.0580827809343434
"2233","deaf","Signer",0.307679893295702,0.0971244770003961,0.108929073207566
"2233","deaf","Target",0.58547035922955,0.0947370843855219,0.0926790577342048
"2233","hearing","Distractor",0.135416694045457,0.0603443110215686,0.074522159835705
"2233","hearing","Signer",0.34071335498197,0.108899206311106,0.118316111239188
"2233","hearing","Target",0.523869950972574,0.0980257395160141,0.0897917639041121
"2267","deaf","Distractor",0.10149522148603,0.0522640706923795,0.0608299048786181
"2267","deaf","Signer",0.310863908014643,0.0955850323083779,0.110931420201871
"2267","deaf","Target",0.587640870499326,0.0947806584755114,0.09402560258029
"2267","hearing","Distractor",0.154669509234727,0.0685245123234254,0.0780584397486571
"2267","hearing","Signer",0.338262389784129,0.1233067041654,0.132829393432654
"2267","hearing","Target",0.507068100981144,0.106961939027156,0.106738104890279
"2300","deaf","Distractor",0.120803889737713,0.054895435446906,0.0606605511522791
"2300","deaf","Signer",0.310690611471861,0.106336495535714,0.107955599853578
"2300","deaf","Target",0.568505498790425,0.104813013273491,0.0885535833651644
"2300","hearing","Distractor",0.164054739389188,0.0668629607571915,0.0791925526164656
"2300","hearing","Signer",0.333371167381594,0.110253417369786,0.129953216690626
"2300","hearing","Target",0.502574093229218,0.112145241144848,0.101212158881842
"233","deaf","Distractor",0.00852272727272727,0.00852272727272727,0.0142045454545455
"233","deaf","Signer",0.983664772727273,0.0191761363636364,0.0163352272727273
"233","deaf","Target",0.0078125,0.0078125,0.015625
"233","hearing","Distractor",0.0146853146853147,0.0146853146853147,0.0216783216783217
"233","hearing","Signer",0.959090909090909,0.05,0.0409090909090909
"233","hearing","Target",0.0262237762237762,0.0262237762237762,0.0384615384615385
"2333","deaf","Distractor",0.125503197460434,0.0552152822506441,0.0587081315751135
"2333","deaf","Signer",0.320101604353249,0.103592293123543,0.10390183384324
"2333","deaf","Target",0.554395198186317,0.0995759275446775,0.0837589840714841
"2333","hearing","Distractor",0.165657529604898,0.066706200232516,0.0670462140198982
"2333","hearing","Signer",0.337588347325189,0.12031771006771,0.138813719175561
"2333","hearing","Target",0.496754123069913,0.112601126943232,0.101227150042939
"2367","deaf","Distractor",0.103592139768127,0.0478860890343209,0.0497587556358115
"2367","deaf","Signer",0.316549011113156,0.0942783693143479,0.110191312799043
"2367","deaf","Target",0.579858849118718,0.0968423883316975,0.105093069006103
"2367","hearing","Distractor",0.173925116718639,0.0699958661446516,0.0718829021855338
"2367","hearing","Signer",0.338837525497445,0.120902635825713,0.132015866724369
"2367","hearing","Target",0.487237357783916,0.112341440610671,0.108365472247051
"2400","deaf","Distractor",0.0946444664082048,0.0433865537036493,0.0404591696761056
"2400","deaf","Signer",0.34711548905386,0.0730175401385251,0.0859267095053424
"2400","deaf","Target",0.558240044537935,0.0909238947206367,0.0826857368342226
"2400","hearing","Distractor",0.177924212539597,0.0652165249280634,0.0729978034785727
"2400","hearing","Signer",0.336461188384265,0.118421797219874,0.133054317477394
"2400","hearing","Target",0.485614599076138,0.110276283545514,0.111768231768232
"2433","deaf","Distractor",0.100939284367593,0.042495383369694,0.0453037027310924
"2433","deaf","Signer",0.354298272193493,0.0774109120811786,0.0903980191836349
"2433","deaf","Target",0.544762443438914,0.0836886514221072,0.0823628107492997
"2433","hearing","Distractor",0.157375210096044,0.0644606089584449,0.0735214288957157
"2433","hearing","Signer",0.352898654016104,0.126741219564749,0.13841273924886
"2433","hearing","Target",0.489726135887851,0.10495644823404,0.0993128174861403
"2467","deaf","Distractor",0.103188141947249,0.0410231357439538,0.045999545320789
"2467","deaf","Signer",0.368579948283328,0.0762901067356291,0.0903134177649196
"2467","deaf","Target",0.528231909769423,0.0804188196281287,0.0760609752214916
"2467","hearing","Distractor",0.159500360188619,0.0657894882894883,0.0711908246948733
"2467","hearing","Signer",0.355028965636253,0.13162158354466,0.134202265121293
"2467","hearing","Target",0.485470674175128,0.108347643584486,0.10241493144732
"2500","deaf","Distractor",0.102296998344792,0.0462516114400306,0.0453807905738053
"2500","deaf","Signer",0.374375663144045,0.0697397792923988,0.0884604434576861
"2500","deaf","Target",0.523327338511162,0.084958530618687,0.0771560729405398
"2500","hearing","Distractor",0.16291624255187,0.0678629220532054,0.07519921070832
"2500","hearing","Signer",0.358144563488693,0.130243030361451,0.14372209751562
"2500","hearing","Target",0.478939193959437,0.112624935006514,0.105423481489271
"2533","deaf","Distractor",0.104789756811816,0.0478405708874459,0.0500354715749936
"2533","deaf","Signer",0.383203184682964,0.0811331288197097,0.0962047155509931
"2533","deaf","Target",0.51200705850522,0.0854825029443596,0.0940883079083906
"2533","hearing","Distractor",0.156057226526334,0.0710139871570078,0.0826132551658867
"2533","hearing","Signer",0.374992296033486,0.132753143595535,0.135690475142706
"2533","hearing","Target",0.46895047744018,0.105560070745426,0.100882874753012
"2567","deaf","Distractor",0.100883307868602,0.0485052865843307,0.047333590633223
"2567","deaf","Signer",0.403212694168577,0.0804054820791953,0.0923721100182497
"2567","deaf","Target",0.495903997962821,0.0889832111822001,0.0861265590516509
"2567","hearing","Distractor",0.144990832281802,0.0737073517341076,0.0903562138344747
"2567","hearing","Signer",0.376307267611615,0.134638079311992,0.137873135318787
"2567","hearing","Target",0.478701900106582,0.10249768765237,0.10453766829603
"2600","deaf","Distractor",0.101311059941091,0.0454640088690979,0.0519233767071422
"2600","deaf","Signer",0.409120014402522,0.0817217027361183,0.0841539625718708
"2600","deaf","Target",0.489568925656387,0.097661378546634,0.0863580376827764
"2600","hearing","Distractor",0.14873281239678,0.0786295275237583,0.075550622622991
"2600","hearing","Signer",0.366683575084385,0.123570804195804,0.146472353557374
"2600","hearing","Target",0.484583612518835,0.103369297144601,0.0962605815237394
"2633","deaf","Distractor",0.11677158625688,0.04898910678782,0.0492612243761141
"2633","deaf","Signer",0.411484731567452,0.0795161865554788,0.090946203765597
"2633","deaf","Target",0.471743682175667,0.0806578803396359,0.083009140063368
"2633","hearing","Distractor",0.138507651768521,0.0699091922570183,0.0702510894902199
"2633","hearing","Signer",0.389572301810153,0.128153766168472,0.140270684913268
"2633","hearing","Target",0.471920046421325,0.101117041455277,0.106725371460026
"2667","deaf","Distractor",0.118340850326144,0.0462331663434605,0.0517969744716068
"2667","deaf","Signer",0.418624140361273,0.0825092078825994,0.0881336572179863
"2667","deaf","Target",0.463035009312583,0.0831642597853535,0.0909346505210476
"2667","hearing","Distractor",0.142175481523308,0.0628078081338951,0.0627624718276892
"2667","hearing","Signer",0.391222463242924,0.121084006218277,0.131686651299822
"2667","hearing","Target",0.466602055233769,0.111105169872753,0.101823704535022
"267","deaf","Distractor",0.00852272727272727,0.00852272727272727,0.0142045454545455
"267","deaf","Signer",0.983664772727273,0.0213068181818181,0.0163352272727273
"267","deaf","Target",0.0078125,0.0078125,0.015625
"267","hearing","Distractor",0.0146853146853147,0.0146853146853147,0.0223776223776224
"267","hearing","Signer",0.959090909090909,0.0486013986013986,0.0334090909090907
"267","hearing","Target",0.0262237762237762,0.0262237762237762,0.0384615384615385
"2700","deaf","Distractor",0.1110595545701,0.0492936838228779,0.046709946210176
"2700","deaf","Signer",0.431551394315036,0.0841945497796407,0.0990101493149093
"2700","deaf","Target",0.457389051114864,0.0832394090137052,0.0776098134254698
"2700","hearing","Distractor",0.134049840906028,0.052874349730537,0.0625985831337002
"2700","hearing","Signer",0.401105463216007,0.12591642214794,0.136702073230413
"2700","hearing","Target",0.464844695877965,0.107103032360469,0.1058551182286
"2733","deaf","Distractor",0.115668516210312,0.0528006963850133,0.0532053856231488
"2733","deaf","Signer",0.43397142798507,0.0909177897011077,0.0970057454800103
"2733","deaf","Target",0.450360055804619,0.0847124757498693,0.0906756925632096
"2733","hearing","Distractor",0.141201746970978,0.0710714285714285,0.0834353146853147
"2733","hearing","Signer",0.410352737680673,0.117786181429906,0.130376994800072
"2733","hearing","Target",0.448445515348349,0.127196315829919,0.109515567091478
"2767","deaf","Distractor",0.115912022703818,0.0525706845238095,0.0525963345864661
"2767","deaf","Signer",0.43109669854784,0.0835391529144552,0.0936272350222984
"2767","deaf","Target",0.452991278748341,0.0943824289584255,0.0856572295859133
"2767","hearing","Distractor",0.120421245421245,0.0692376373626374,0.073992673992674
"2767","hearing","Signer",0.425901291690765,0.114654665509929,0.120281954887218
"2767","hearing","Target",0.453677462887989,0.131344587430114,0.125019399460189
"2800","deaf","Distractor",0.11514999878003,0.0473263181714227,0.0497941452950644
"2800","deaf","Signer",0.437790663284084,0.0807758662368763,0.0934605987837412
"2800","deaf","Target",0.447059337935886,0.0943522185588749,0.0900408115222839
"2800","hearing","Distractor",0.121331446331446,0.0662032412032412,0.076420177045177
"2800","hearing","Signer",0.423865023865024,0.117452963702964,0.121205877455877
"2800","hearing","Target",0.45480352980353,0.129269688644689,0.123720238095238
"2833","deaf","Distractor",0.110266340771372,0.0450903640616779,0.0493826620253671
"2833","deaf","Signer",0.44444040651471,0.0986459250458864,0.114618701865944
"2833","deaf","Target",0.445293252713918,0.104695545682388,0.0987583179741655
"2833","hearing","Distractor",0.114843197737935,0.0641659035409035,0.0734745115995116
"2833","hearing","Signer",0.428420556052135,0.119125282612125,0.125984662267557
"2833","hearing","Target",0.45673624620993,0.131198187777135,0.13328634085213
"2867","deaf","Distractor",0.134892155792407,0.0511636369476685,0.0550303127215134
