"Time.ms","age_group_collapsed","value_cat","mean_prop_looking","ci_low","ci_high"
"1167","Kids","Distractor",0.0865855711137018,0.0325976002722827,0.0343284660741557
"1167","Kids","Signer",0.60752300600838,0.0799576362586799,0.0754818397709666
"1167","Kids","Target",0.305891422877918,0.0667258088910899,0.066378484176405
"1200","Adults","Distractor",0.0021551724137931,0.0021551724137931,0.00431034482758621
"1200","Adults","Signer",0.2482480238155,0.123809887414453,0.122448135748117
"1200","Adults","Target",0.749596803770707,0.122272253200958,0.110670904128534
"1200","Kids","Distractor",0.0822786851891688,0.0318613668841864,0.0375391808906074
"1200","Kids","Signer",0.568371351730485,0.0771028876820485,0.0724346045133116
"1200","Kids","Target",0.349349963080346,0.0707489802257337,0.0744996201398331
"1233","Adults","Distractor",0.00223214285714286,0.00223214285714286,0.00446428571428571
"1233","Adults","Signer",0.247152713405842,0.121407550083205,0.118605470842088
"1233","Adults","Target",0.750615143737015,0.12799411589928,0.122832314233628
"1233","Kids","Distractor",0.0854314870995308,0.0314994035652934,0.0357845820367694
"1233","Kids","Signer",0.550454864298875,0.0843016950706396,0.0764215206755058
"1233","Kids","Target",0.364113648601594,0.0667371582948108,0.0714871288155665
"1267","Adults","Distractor",0.0021551724137931,0.0021551724137931,0.00431034482758621
"1267","Adults","Signer",0.244230018165902,0.123028942503956,0.127628636305226
"1267","Adults","Target",0.753614809420305,0.133690689997263,0.119894620528039
"1267","Kids","Distractor",0.0886315573175433,0.0307589978906607,0.0312224919764472
"1267","Kids","Signer",0.538255915923595,0.0778798770580709,0.0768570414615896
"1267","Kids","Target",0.373112526758861,0.0680579443604082,0.0731733142610303
"1300","Adults","Distractor",0.00223214285714286,0.00223214285714286,0.00446428571428571
"1300","Adults","Signer",0.262616210277214,0.117746510421697,0.128599609144424
"1300","Adults","Target",0.735151646865643,0.127653927471372,0.107643674807087
"1300","Kids","Distractor",0.0910401735758446,0.031308650708621,0.0395639464835118
"1300","Kids","Signer",0.511955457984417,0.0774830493621283,0.0852913550988285
"1300","Kids","Target",0.397004368439738,0.0663039573773835,0.0642512730875391
"133","Adults","Distractor",0,0,0
"133","Adults","Signer",0.976263736263736,0.0305755494505495,0.0237362637362637
"133","Adults","Target",0.0237362637362637,0.0237362637362637,0.0278571428571429
"133","Kids","Distractor",0.00470219435736677,0.00470219435736677,0.00783699059561128
"133","Kids","Signer",0.990987460815047,0.0113636363636365,0.00901253918495293
"133","Kids","Target",0.00431034482758621,0.00431034482758621,0.00872844827586197
"1333","Adults","Distractor",0.00208333333333333,0.00208333333333333,0.00416666666666667
"1333","Adults","Signer",0.276881718410091,0.117335638248227,0.131428154008723
"1333","Adults","Target",0.721034948256576,0.137438836168237,0.123126749727039
"1333","Kids","Distractor",0.0809663741712423,0.0289492981100486,0.0322326583153155
"1333","Kids","Signer",0.493832754377753,0.0782696251635746,0.0762121347212625
"1333","Kids","Target",0.425200871451005,0.0646114779850234,0.0582671011538312
"1367","Adults","Distractor",0.00208333333333333,0.00208333333333333,0.00416666666666667
"1367","Adults","Signer",0.282071250461037,0.12246811159838,0.130976401255339
"1367","Adults","Target",0.715845416205629,0.12271329295439,0.111182819852472
"1367","Kids","Distractor",0.0827695236924446,0.0281175544930616,0.0352163477721287
"1367","Kids","Signer",0.476261962063179,0.068674557356099,0.0734457167241143
"1367","Kids","Target",0.440968514244376,0.0603999023851965,0.0601026344345309
"1400","Adults","Distractor",0.00208333333333333,0.00208333333333333,0.00416666666666667
"1400","Adults","Signer",0.293253625277923,0.116842394862873,0.113552028153039
"1400","Adults","Target",0.704663041388744,0.125435738698088,0.111820151279272
"1400","Kids","Distractor",0.0864197713358969,0.0337866894731808,0.0340452009238852
"1400","Kids","Signer",0.455729956126271,0.065768372348957,0.0634067020375169
"1400","Kids","Target",0.457850272537832,0.0616111748319003,0.0582906457577511
"1433","Adults","Distractor",0.00208333333333333,0.00208333333333333,0.00416666666666667
"1433","Adults","Signer",0.306428470131195,0.114727872327419,0.123781309271698
"1433","Adults","Target",0.691488196535471,0.119295069278775,0.11418605742138
"1433","Kids","Distractor",0.0850090325496005,0.0354670711725732,0.0343264857184735
"1433","Kids","Signer",0.446771517866853,0.0706652585075506,0.0659901056516169
"1433","Kids","Target",0.468219449583547,0.0644380138117461,0.0670460041986411
"1467","Adults","Distractor",0.0021551724137931,0.0021551724137931,0.00431034482758621
"1467","Adults","Signer",0.323871466367447,0.116342690440907,0.128614290041918
"1467","Adults","Target",0.67397336121876,0.122641810794489,0.123781726612036
"1467","Kids","Distractor",0.0953355001849137,0.0407468781053588,0.0481136398583925
"1467","Kids","Signer",0.426332666143276,0.0773268425617067,0.0720142300467119
"1467","Kids","Target",0.478331833671811,0.0642060906910651,0.0652385430404325
"1500","Adults","Distractor",0.00223214285714286,0.00223214285714286,0.00446428571428571
"1500","Adults","Signer",0.338500753915625,0.127153020695181,0.134274380010625
"1500","Adults","Target",0.659267103227233,0.134818753529263,0.127429457662541
"1500","Kids","Distractor",0.0929095757746873,0.0329088282125807,0.0394833327591948
"1500","Kids","Signer",0.419371388134066,0.0703233384825677,0.0802780340293018
"1500","Kids","Target",0.487719036091247,0.0691462005990404,0.0634882881936634
"1533","Adults","Distractor",0.00389128352490421,0.00389128352490421,0.00604645593869732
"1533","Adults","Signer",0.351943672031147,0.13948981192278,0.14010728321501
"1533","Adults","Target",0.644165044443949,0.141071564595113,0.139322315298799
"1533","Kids","Distractor",0.0896323770709914,0.0341448808507365,0.0435933178833787
"1533","Kids","Signer",0.403634270223093,0.0719961155841774,0.0815097885971364
"1533","Kids","Target",0.506733352705916,0.0636627383646508,0.0647069282708027
"1567","Adults","Distractor",0.00590277777777778,0.00590277777777778,0.0093923611111111
"1567","Adults","Signer",0.368387455869404,0.148141810736351,0.146664491633735
"1567","Adults","Target",0.625709766352818,0.134672482615922,0.14780474313351
"1567","Kids","Distractor",0.0896405837339318,0.0371326354919575,0.041342071028343
"1567","Kids","Signer",0.395010121873532,0.0740832079496515,0.0774010314874504
"1567","Kids","Target",0.515349294392536,0.0634839422678727,0.0659790373190859
"1600","Adults","Distractor",0.00604645593869732,0.00604645593869732,0.0103568007662835
"1600","Adults","Signer",0.386495429744015,0.140264130056453,0.144025138907064
"1600","Adults","Target",0.607458114317288,0.14136422186598,0.139966208141581
"1600","Kids","Distractor",0.100723052406355,0.0374823883768984,0.0411311686020171
"1600","Kids","Signer",0.383058835699489,0.0740853380839769,0.0852535523435024
"1600","Kids","Target",0.516218111894155,0.0741254447181172,0.0684299429019256
"1633","Adults","Distractor",0.00590277777777778,0.00590277777777778,0.0100694444444444
"1633","Adults","Signer",0.398760346876473,0.146210872992091,0.159645119211042
"1633","Adults","Target",0.59533687534575,0.152833679403057,0.135670124269231
"1633","Kids","Distractor",0.109668666179555,0.0378341062295236,0.0468929381643764
"1633","Kids","Signer",0.36415508417777,0.0726495508423821,0.0838498582859971
"1633","Kids","Target",0.526176249642674,0.0700793459414149,0.0719392759388222
"1667","Adults","Distractor",0.00604645593869732,0.00604645593869732,0.00951867816091954
"1667","Adults","Signer",0.41374514047353,0.146716125301276,0.166288142684019
"1667","Adults","Target",0.580208403587772,0.149643397539614,0.156021240783689
"1667","Kids","Distractor",0.13729241160249,0.0527766466634501,0.0536306018653955
"1667","Kids","Signer",0.336294187467989,0.0681506992393749,0.0758948675963729
"1667","Kids","Target",0.526413400929521,0.0837347161063733,0.0784266437163241
"167","Adults","Distractor",0,0,0
"167","Adults","Signer",0.965477543290043,0.0361635551948052,0.0270224567099567
"167","Adults","Target",0.0345224567099567,0.0270224567099567,0.0363632305194805
"167","Kids","Distractor",0.00788923719958203,0.00788923719958203,0.00977011494252874
"167","Kids","Signer",0.979179728317659,0.021551724137931,0.0163793103448276
"167","Kids","Target",0.0129310344827586,0.0129310344827586,0.021551724137931
"1700","Adults","Distractor",0.00590277777777778,0.00590277777777778,0.0100694444444444
"1700","Adults","Signer",0.423253881941101,0.142339556431017,0.142395285915249
"1700","Adults","Target",0.570843340281121,0.150493260017088,0.145140034033061
"1700","Kids","Distractor",0.13187480748733,0.0441747678491099,0.0489637202256304
"1700","Kids","Signer",0.327362581963308,0.0652248819440289,0.0663131394467601
"1700","Kids","Target",0.540762610549362,0.0697337902947023,0.0690232099645666
"1733","Adults","Distractor",0.00590277777777778,0.00590277777777778,0.0100694444444444
"1733","Adults","Signer",0.42988233730662,0.156871278208753,0.144995642418099
"1733","Adults","Target",0.564214884915602,0.151240567916477,0.148131429166267
"1733","Kids","Distractor",0.129874282301687,0.0468572479773705,0.0537668358562188
"1733","Kids","Signer",0.321696260988457,0.0589171757865042,0.0664998814454349
"1733","Kids","Target",0.548429456709856,0.0694340965421955,0.0708519849025747
"1767","Adults","Distractor",0.00821759259259259,0.00821759259259259,0.00950520833333332
"1767","Adults","Signer",0.43638093405987,0.166749529737598,0.152422338090902
"1767","Adults","Target",0.555401473347537,0.158762882887911,0.162178177801051
"1767","Kids","Distractor",0.12795239374854,0.0407816776135742,0.0494019312705926
"1767","Kids","Signer",0.324009132481696,0.0650184107043627,0.0695878925352075
"1767","Kids","Target",0.548038473769764,0.0660097051912734,0.06434372588364
"1800","Adults","Distractor",0.00821759259259259,0.00821759259259259,0.0105324074074074
"1800","Adults","Signer",0.444636585477103,0.158957235791826,0.16369284231892
"1800","Adults","Target",0.547145821930305,0.155064427111841,0.149992944376026
"1800","Kids","Distractor",0.120988411165362,0.040050496048114,0.0455187592579834
"1800","Kids","Signer",0.315040552309155,0.060555355161072,0.0687508743525078
"1800","Kids","Target",0.563971036525483,0.0699468342707907,0.0619378065219717
"1833","Adults","Distractor",0.00851521164021164,0.00851521164021164,0.0106646825396825
"1833","Adults","Signer",0.452080153082174,0.152209851625759,0.170794808183889
"1833","Adults","Target",0.539404635277614,0.167234615136955,0.165652003222988
"1833","Kids","Distractor",0.122655259533071,0.0423936347572967,0.0437532496551424
"1833","Kids","Signer",0.309950463299118,0.0592618263740433,0.0709545219694997
"1833","Kids","Target",0.567394277167811,0.0660510284000875,0.0663505196910369
"1867","Adults","Distractor",0.00845030209254347,0.00845030209254347,0.0105271883289125
"1867","Adults","Signer",0.458477990132912,0.164122552982957,0.167668370103572
"1867","Adults","Target",0.533071707774544,0.157542102881194,0.16601127574507
"1867","Kids","Distractor",0.118028833911187,0.0408222370935353,0.0456616826378489
"1867","Kids","Signer",0.307257808114806,0.0615387469612875,0.0713879606983056
"1867","Kids","Target",0.574713357974007,0.0662461508516274,0.0622807420070352
"1900","Adults","Distractor",0.00827859879584017,0.00827859879584017,0.0105154454022988
"1900","Adults","Signer",0.469905705586245,0.175328658645535,0.180169103268498
"1900","Adults","Target",0.521815695617914,0.171125028310716,0.169260568900811
"1900","Kids","Distractor",0.128426935171357,0.0462416074928752,0.0513564411041591
"1900","Kids","Signer",0.296095702088816,0.0669538694010243,0.0708632121210522
"1900","Kids","Target",0.575477362739827,0.0642534667779544,0.0701587569597605
"1933","Adults","Distractor",0.00805795019157088,0.00805795019157088,0.0103448275862069
"1933","Adults","Signer",0.47212783332663,0.171891855023955,0.168731495009766
"1933","Adults","Target",0.519814216481799,0.173516483864084,0.168998709953948
"1933","Kids","Distractor",0.1281144706094,0.0487752992443662,0.0541112036205849
"1933","Kids","Signer",0.292753992120118,0.0683455566436043,0.0782393226561583
"1933","Kids","Target",0.579131537270482,0.0668008664763229,0.0630248234552241
"1967","Adults","Distractor",0.00813492063492063,0.00813492063492063,0.0100694444444444
"1967","Adults","Signer",0.475299542754045,0.179875304378778,0.168127286242295
"1967","Adults","Target",0.516565536611035,0.167302800993263,0.160972850531842
"1967","Kids","Distractor",0.123300516681187,0.0433992958262335,0.0460165474141981
"1967","Kids","Signer",0.288791520411256,0.0728675301903573,0.0744550142973144
"1967","Kids","Target",0.587907962907557,0.0659395395986809,0.064137938640781
"200","Adults","Distractor",0,0,0
"200","Adults","Signer",0.954542056172491,0.0463376159368009,0.0352287301064474
"200","Adults","Target",0.045457943827509,0.0369697133080285,0.0454911433172303
"200","Kids","Distractor",0.011337513061651,0.00846394984326019,0.0116509926854754
"200","Kids","Signer",0.97573145245559,0.0214315569487983,0.0173798328108673
"200","Kids","Target",0.0129310344827586,0.0129310344827586,0.021551724137931
"2000","Adults","Distractor",0.00851521164021164,0.00851521164021164,0.011656746031746
"2000","Adults","Signer",0.488365519125281,0.176945311638701,0.167168064076675
"2000","Adults","Target",0.503119269234507,0.17356039150142,0.172642041817949
"2000","Kids","Distractor",0.125286022876767,0.0430760382321181,0.0514270421132944
"2000","Kids","Signer",0.285299614850432,0.0749987077476869,0.0771707817960086
"2000","Kids","Target",0.589414362272801,0.0684508633129323,0.0629206582722917
"2033","Adults","Distractor",0.00648148148148148,0.00648148148148148,0.0101851851851852
"2033","Adults","Signer",0.485982721355705,0.168736027567303,0.190358426939324
"2033","Adults","Target",0.507535797162813,0.159325068599262,0.180036478796181
"2033","Kids","Distractor",0.132266153386843,0.0446449096880131,0.0503586858543755
"2033","Kids","Signer",0.284662965522865,0.077653852171133,0.0841988381794959
"2033","Kids","Target",0.583070881090292,0.0663270377436815,0.0676652195880082
"2067","Adults","Distractor",0.00639880952380952,0.00639880952380952,0.0105654761904762
"2067","Adults","Signer",0.488422209756413,0.184380155707243,0.175732008730912
"2067","Adults","Target",0.505178980719778,0.178535467064315,0.178105681657597
"2067","Kids","Distractor",0.131191114872656,0.0479751642036125,0.0536592426242528
"2067","Kids","Signer",0.284603625283138,0.0754982776220099,0.0804997384761583
"2067","Kids","Target",0.584205259844205,0.0696024105017513,0.0764073240259853
"2100","Adults","Distractor",0.00632183908045977,0.00632183908045977,0.0104885057471264
"2100","Adults","Signer",0.489133769683686,0.174415430566658,0.171267950889544
"2100","Adults","Target",0.504544391235854,0.17463312991431,0.175769012911706
"2100","Kids","Distractor",0.11720070553742,0.0428675305424798,0.049170852530386
"2100","Kids","Signer",0.29464642210452,0.0757336256201955,0.0817474465249233
"2100","Kids","Target",0.588152872358061,0.0716316201769123,0.0687090919279053
"2133","Adults","Distractor",0.0102864583333333,0.0102864583333333,0.0125
"2133","Adults","Signer",0.495087563162768,0.176972998353286,0.169197149238265
"2133","Adults","Target",0.494625978503898,0.173864707770958,0.169296994150216
"2133","Kids","Distractor",0.107213209758582,0.0394378947202223,0.0415468571179778
"2133","Kids","Signer",0.311679882280395,0.0778904621291191,0.0768076828424058
"2133","Kids","Target",0.581106907961023,0.069071100642208,0.0684561215239927
"2167","Adults","Distractor",0.0104301364942529,0.0104301364942529,0.0127873563218391
"2167","Adults","Signer",0.497193122811431,0.170885581694108,0.167623479132469
"2167","Adults","Target",0.492376740694316,0.162008258190127,0.172632458450816
"2167","Kids","Distractor",0.107978258440462,0.0338657087994508,0.0394044000892961
"2167","Kids","Signer",0.315777570506916,0.0791415381110994,0.083102811670416
"2167","Kids","Target",0.576244171052622,0.0724085320302179,0.0751251910879071
"2200","Adults","Distractor",0.0104064039408867,0.0104064039408867,0.0129310344827586
"2200","Adults","Signer",0.506027131866172,0.170721688461995,0.182534785140404
"2200","Adults","Target",0.483566464192942,0.180888533269553,0.172349350616457
"2200","Kids","Distractor",0.112244936954556,0.0371913000288681,0.0406676158586322
"2200","Kids","Signer",0.316038935264941,0.0778301678008361,0.0799792939229258
"2200","Kids","Target",0.571716127780503,0.0690825710770731,0.071601336668207
"2233","Adults","Distractor",0.01046918767507,0.01046918767507,0.0123074229691877
"2233","Adults","Signer",0.509228194195023,0.164427730331625,0.180465884170076
"2233","Adults","Target",0.480302618129907,0.171545729985528,0.169956569849869
"2233","Kids","Distractor",0.11965562007541,0.0415290044683785,0.0491656811246391
"2233","Kids","Signer",0.322487996810236,0.0820821364244126,0.0816081308664542
"2233","Kids","Target",0.557856383114354,0.0696736683485407,0.0673119840260464
"2267","Adults","Distractor",0.0105248917748918,0.0105248917748918,0.012797619047619
"2267","Adults","Signer",0.520725281809365,0.173170562863233,0.168649113127395
"2267","Adults","Target",0.468749826415743,0.169846657084827,0.161059079872844
"2267","Kids","Distractor",0.12533197116648,0.0429488415096383,0.0497820912325223
"2267","Kids","Signer",0.32314598604924,0.0813182097493103,0.0813360988580915
"2267","Kids","Target",0.551522042784279,0.0750315877494365,0.0709286124831864
"2300","Adults","Distractor",0.0128110888752053,0.0107277555418719,0.0130849753694581
"2300","Adults","Signer",0.52562666618606,0.16296813217842,0.177301149958529
"2300","Adults","Target",0.461562244938735,0.158271857924158,0.16459519408191
"2300","Kids","Distractor",0.140192201650443,0.0425878073076349,0.0495707362242661
"2300","Kids","Signer",0.3208577572245,0.0751108888196594,0.0836828065865844
"2300","Kids","Target",0.538950041125057,0.0719847221725419,0.0655136005739564
"233","Adults","Distractor",0.00223214285714286,0.00223214285714286,0.00446428571428571
"233","Adults","Signer",0.926010917359094,0.0650097558934559,0.0526035539670708
"233","Adults","Target",0.0717569397837631,0.0539092120746442,0.0636501880784402
"233","Kids","Distractor",0.0112852664576803,0.009717868338558,0.0112931034482759
"233","Kids","Signer",0.972648902821317,0.0246943573667712,0.0195924764890282
"233","Kids","Target",0.0160658307210031,0.0160658307210031,0.02157131661442
"2333","Adults","Distractor",0.0127304147465438,0.0107142857142857,0.0136340725806452
"2333","Adults","Signer",0.534534711582979,0.162204056212891,0.175027513449225
"2333","Adults","Target",0.452734873670477,0.176726026828119,0.172067917062716
"2333","Kids","Distractor",0.143503415318297,0.0435032270990756,0.0431522128934788
"2333","Kids","Signer",0.327940489133774,0.081218709350742,0.0856551616361054
"2333","Kids","Target",0.528556095547929,0.0718648168478023,0.0720936858941623
"2367","Adults","Distractor",0.0130039837701128,0.0109878547378547,0.0133928571428571
"2367","Adults","Signer",0.549290177698131,0.178836768958084,0.185594241163659
"2367","Adults","Target",0.437705838531756,0.166572514915048,0.153020874432339
"2367","Kids","Distractor",0.135120715642494,0.0416772055077409,0.0476513242882344
"2367","Kids","Signer",0.326540414113009,0.0781814336978811,0.0895889217784635
"2367","Kids","Target",0.538338870244496,0.0709978237884318,0.0748388747268058
"2400","Adults","Distractor",0.01079075957413,0.01079075957413,0.0130849753694581
"2400","Adults","Signer",0.560996961382894,0.162915297915052,0.167929376864735
"2400","Adults","Target",0.428212279042976,0.163401245960909,0.164916569763913
"2400","Kids","Distractor",0.131976766398139,0.0392179842024042,0.0444870060161776
"2400","Kids","Signer",0.342339423236455,0.0741371792366975,0.0763641431341869
"2400","Kids","Target",0.525683810365405,0.0677902192080958,0.0659223800343222
"2433","Adults","Distractor",0.0103709508881923,0.0103709508881923,0.0126436781609195
"2433","Adults","Signer",0.566004816608106,0.172651504145288,0.17700825298581
"2433","Adults","Target",0.423624232503701,0.154152926537375,0.174357941770843
"2433","Kids","Distractor",0.126238147625175,0.0382217456169028,0.0432140753381659
"2433","Kids","Signer",0.353670857148457,0.0702988518736214,0.0816135191938614
"2433","Kids","Target",0.520090995226369,0.0667349739399854,0.0647699397917395
"2467","Adults","Distractor",0.0107142857142857,0.0107142857142857,0.0128050595238095
"2467","Adults","Signer",0.578496690199118,0.179082960377589,0.155443167187529
"2467","Adults","Target",0.410789024086596,0.157648021004928,0.157467881617123
"2467","Kids","Distractor",0.128431550124415,0.0387848891147309,0.0421311436952784
"2467","Kids","Signer",0.362505369855329,0.0739314078554657,0.0744525724148336
"2467","Kids","Target",0.509063080020256,0.0625552512673322,0.0650012074880224
"2500","Adults","Distractor",0.0106470814132104,0.0106470814132104,0.0126632104454685
"2500","Adults","Signer",0.582257599388322,0.180258144972259,0.155000494815982
"2500","Adults","Target",0.407095319198468,0.160055696250835,0.166431740396091
"2500","Kids","Distractor",0.129471142299689,0.0402431029005039,0.0432854800117264
"2500","Kids","Signer",0.367099652953715,0.0800171633899415,0.0772884440521224
"2500","Kids","Target",0.503429204746596,0.0639421978520275,0.0664141507031574
"2533","Adults","Distractor",0.0107758620689655,0.0107758620689655,0.0129310344827586
"2533","Adults","Signer",0.589083240224096,0.166323487846089,0.166366264031757
"2533","Adults","Target",0.400140897706938,0.152234775265379,0.164151601335615
"2533","Kids","Distractor",0.127771725994186,0.0403968778120489,0.0451580120287249
"2533","Kids","Signer",0.379522441495267,0.0698888458976052,0.0737115382904523
"2533","Kids","Target",0.492705832510547,0.0620007706846287,0.06620284952966
"2567","Adults","Distractor",0.00847701149425287,0.00847701149425287,0.0126472701149425
"2567","Adults","Signer",0.604655095731297,0.179371563914641,0.155669512170046
"2567","Adults","Target",0.38686789277445,0.159968907410917,0.15314202685973
"2567","Kids","Distractor",0.120655646398657,0.0399019042759672,0.0441049686562959
"2567","Kids","Signer",0.391151640884422,0.071643963684697,0.0780295750711352
"2567","Kids","Target",0.488192712716921,0.0728946685351571,0.0652660074771041
"2600","Adults","Distractor",0.00862068965517241,0.00862068965517241,0.0129310344827586
"2600","Adults","Signer",0.61136471469759,0.174262922908344,0.155469959536055
"2600","Adults","Target",0.380014595647238,0.150529308993791,0.162016047530638
"2600","Kids","Distractor",0.122569086903986,0.0401471167484165,0.0453552320913136
"2600","Kids","Signer",0.390096782984047,0.0735490359254638,0.0833439874020503
"2600","Kids","Target",0.487334130111967,0.0693407412546411,0.0611331573483276
"2633","Adults","Distractor",0.00863095238095238,0.00863095238095238,0.0128050595238095
"2633","Adults","Signer",0.617262124082125,0.178727335208578,0.169774767636411
"2633","Adults","Target",0.374106923536922,0.147097650916325,0.174296451926166
"2633","Kids","Distractor",0.126515339762099,0.0413496149652446,0.0432247078626169
"2633","Kids","Signer",0.401661918227973,0.0728033031075352,0.0818483760344319
"2633","Kids","Target",0.471822742009928,0.0651732692313322,0.0700029122777987
"2667","Adults","Distractor",0.0108124253285544,0.0108124253285544,0.0134259259259259
"2667","Adults","Signer",0.617089375771331,0.177026051718592,0.153241839144372
"2667","Adults","Target",0.372098198900114,0.158714083085933,0.162156330056406
"2667","Kids","Distractor",0.129025340173149,0.0399364319916397,0.0385468037562579
"2667","Kids","Signer",0.406340629928909,0.074377575703172,0.0751027283114382
"2667","Kids","Target",0.464634029897942,0.0704540176319599,0.0666610464019571
"267","Adults","Distractor",0.00223214285714286,0.00223214285714286,0.00446428571428571
"267","Adults","Signer",0.908285952047812,0.0735885244249215,0.0647994052011486
"267","Adults","Target",0.0894819050950455,0.0589922750421446,0.0796226713946413
"267","Kids","Distractor",0.0112852664576803,0.009717868338558,0.0119122257053292
"267","Kids","Signer",0.972648902821317,0.0250783699059561,0.0195924764890282
"267","Kids","Target",0.0160658307210031,0.0160658307210031,0.0203761755485893
"2700","Adults","Distractor",0.0108124253285544,0.0108124253285544,0.0114254778972521
"2700","Adults","Signer",0.622795129851581,0.173883440418219,0.165200149774242
"2700","Adults","Target",0.366392444819864,0.149880672640249,0.157398337554588
"2700","Kids","Distractor",0.121365544996551,0.0373130260004465,0.0404938937004067
"2700","Kids","Signer",0.417903218305127,0.0723446996376171,0.0846441423899114
"2700","Kids","Target",0.460731236698323,0.069865923774578,0.0635071881288798
"2733","Adults","Distractor",0.0106470814132104,0.0106470814132104,0.0120754128264209
"2733","Adults","Signer",0.630366078813659,0.176734110983103,0.159359101751743
"2733","Adults","Target",0.35898683977313,0.156146353982039,0.171801634689235
"2733","Kids","Distractor",0.127114447240955,0.0421717504853781,0.0451751139327204
"2733","Kids","Signer",0.423383739227926,0.0749175970376728,0.0774028766952062
"2733","Kids","Target",0.449501813531119,0.0719877970415763,0.0719349603236521
"2767","Adults","Distractor",0.0106470814132104,0.0106470814132104,0.012797619047619
"2767","Adults","Signer",0.639465426689165,0.178508567070839,0.15455063527514
"2767","Adults","Target",0.349887491897625,0.150202801732627,0.18063927505684
"2767","Kids","Distractor",0.117933398404734,0.0420597290640394,0.0487102613277616
"2767","Kids","Signer",0.428767723060186,0.0689392996309232,0.0760745312190212
"2767","Kids","Target",0.45329887853508,0.0786758891396849,0.0719956521628614
"2800","Adults","Distractor",0.0106470814132104,0.0106470814132104,0.0125355222734255
"2800","Adults","Signer",0.639703632451268,0.172583855469399,0.175655614159196
"2800","Adults","Target",0.349649286135522,0.165192769644264,0.176229411178947
"2800","Kids","Distractor",0.117920992509975,0.0421979329268883,0.042300653482195
"2800","Kids","Signer",0.431548135268643,0.0756997539813543,0.0744073188208183
"2800","Kids","Target",0.450530872221381,0.0789064434551249,0.0789941350907376
"2833","Adults","Distractor",0.00855861671698713,0.00855861671698713,0.0107923113975846
"2833","Adults","Signer",0.643679926500299,0.172876161682525,0.161671701572756
"2833","Adults","Target",0.347761456782714,0.171380526164242,0.188389851134496
"2833","Kids","Distractor",0.112318035273624,0.0407626536097498,0.0423098006817447
"2833","Kids","Signer",0.437259094238383,0.0779882271581188,0.0803689331453691
