"Time.ms","age_group_collapsed","value_cat","mean_prop_looking","ci_low","ci_high"
"2833","Kids","Target",0.450422870487993,0.0774275528970869,0.0826797357995313
"2867","Adults","Distractor",0.00841493855606759,0.00841493855606759,0.0105654761904762
"2867","Adults","Signer",0.650149962268002,0.165348728317161,0.162294760611824
"2867","Adults","Target",0.341435099175931,0.155266814829702,0.178998346112531
"2867","Kids","Distractor",0.125962950253533,0.0395262724099912,0.0432089185807823
"2867","Kids","Signer",0.446877519913293,0.0804967216583158,0.0837503297408083
"2867","Kids","Target",0.427159529833174,0.0866707322105712,0.0842134723900772
"2900","Adults","Distractor",0.00849761051373955,0.00849761051373955,0.0106481481481481
"2900","Adults","Signer",0.65150825587021,0.179354443561393,0.165597926780683
"2900","Adults","Target",0.33999413361605,0.157850676418335,0.162722144297038
"2900","Kids","Distractor",0.128924550414889,0.0409039443817455,0.044596635404825
"2900","Kids","Signer",0.448716552477095,0.0769815882469013,0.0854282097057599
"2900","Kids","Target",0.422358897108016,0.0844413893084425,0.0808198372234683
"2933","Adults","Distractor",0.0101510496671787,0.00841493855606759,0.0105654761904762
"2933","Adults","Signer",0.657544847274449,0.181168198203599,0.160575546940585
"2933","Adults","Target",0.332304103058372,0.153250103994589,0.173588995004881
"2933","Kids","Distractor",0.133402138753082,0.0405702447808204,0.0428865656599816
"2933","Kids","Signer",0.440202721977953,0.0730212935501245,0.0790886015254506
"2933","Kids","Target",0.426395139268965,0.088157340751759,0.0879758248406161
"2967","Adults","Distractor",0.0101412835249042,0.00805795019157088,0.0104903017241379
"2967","Adults","Signer",0.662418412104011,0.171241914040152,0.151333568075771
"2967","Adults","Target",0.327440304371085,0.16162179057631,0.16463542757952
"2967","Kids","Distractor",0.136921109348247,0.0418489922527702,0.0403559405324578
"2967","Kids","Signer",0.441692935033919,0.0755866407315644,0.0768818662407858
"2967","Kids","Target",0.421385955617833,0.0835357263242059,0.0857657947801203
"300","Adults","Distractor",0.00223214285714286,0.00223214285714286,0.00446428571428571
"300","Adults","Signer",0.893444052065524,0.086429453131192,0.0662834811255931
"300","Adults","Target",0.104323805077333,0.063935756151293,0.0831595341192745
"300","Kids","Distractor",0.0138975966562173,0.0123301985370951,0.0151567398119122
"300","Kids","Signer",0.97003657262278,0.025,0.0221264367816092
"300","Kids","Target",0.0160658307210031,0.0160658307210031,0.021551724137931
"3000","Adults","Distractor",0.0104115353037767,0.0086258210180624,0.0104012725779967
"3000","Adults","Signer",0.669936122072278,0.161689679629588,0.155596603949165
"3000","Adults","Target",0.319652342623945,0.148119578987987,0.161900608336334
"3000","Kids","Distractor",0.141763234324086,0.0408509786172058,0.0422554440432229
"3000","Kids","Signer",0.443916031380534,0.0712353389229657,0.0695672498281524
"3000","Kids","Target",0.414320734295379,0.0670113378095122,0.0769653136614343
"3033","Adults","Distractor",0.0105358953926398,0.00838072297884671,0.0110966477108085
"3033","Adults","Signer",0.673937050348504,0.151872675891825,0.152769829601752
"3033","Adults","Target",0.315527054258856,0.155291192876433,0.157839136261239
"3033","Kids","Distractor",0.144011806343663,0.0419084052216659,0.0447904843353626
"3033","Kids","Signer",0.451772522283358,0.0695250817975542,0.0692900338780823
"3033","Kids","Target",0.404215671372979,0.0710583412538081,0.0721871112677935
"3067","Adults","Distractor",0.00630252100840336,0.00630252100840336,0.00669642857142857
"3067","Adults","Signer",0.67776352988936,0.17579670713899,0.161831106553222
"3067","Adults","Target",0.315933949102237,0.145824451481472,0.180900557931882
"3067","Kids","Distractor",0.147707244299536,0.0415532231178783,0.0483335958328352
"3067","Kids","Signer",0.457950256253237,0.0684400753715618,0.0636081408835014
"3067","Kids","Target",0.394342499447226,0.0701467618108635,0.0736528035711826
"3100","Adults","Distractor",0.00415305010893246,0.00415305010893246,0.00646786492374728
"3100","Adults","Signer",0.679007609510456,0.171774600073788,0.145930070170316
"3100","Adults","Target",0.316839340380612,0.152031574501777,0.157556439048819
"3100","Kids","Distractor",0.15140570653327,0.0423217670365686,0.0485559683619651
"3100","Kids","Signer",0.468570164467185,0.0696728290075032,0.0649525241400047
"3100","Kids","Target",0.380024128999545,0.069811616771363,0.0737498586803486
"3133","Adults","Distractor",0.00415305010893246,0.00415305010893246,0.00599128540305011
"3133","Adults","Signer",0.68820429498197,0.170064340193036,0.139083409461016
"3133","Adults","Target",0.307642654909098,0.151121362017338,0.169115430319033
"3133","Kids","Distractor",0.151229322068902,0.0431667583832126,0.0463239243889544
"3133","Kids","Signer",0.476215450449057,0.0649002000623065,0.0730388705776588
"3133","Kids","Target",0.37255522748204,0.069183684015906,0.0668713183231499
"3167","Adults","Distractor",0.00189393939393939,0.00189393939393939,0.00378787878787879
"3167","Adults","Signer",0.688471229003009,0.169437786678584,0.156174581380105
"3167","Adults","Target",0.309634831603052,0.149279103862505,0.166939670525444
"3167","Kids","Distractor",0.151519543674716,0.0447442973692974,0.0442355252506114
"3167","Kids","Signer",0.473516736119908,0.070025152297355,0.0665274557992837
"3167","Kids","Target",0.374963720205376,0.0672167733253752,0.070038701248404
"3200","Adults","Distractor",0.001953125,0.001953125,0.00390625
"3200","Adults","Signer",0.691420391749056,0.159460086274555,0.155210890969894
"3200","Adults","Target",0.306626483250944,0.152928855513548,0.162596765437502
"3200","Kids","Distractor",0.143961033895111,0.0436553610773946,0.0477893837484355
"3200","Kids","Signer",0.48802782928344,0.0665022525100081,0.0649927108554471
"3200","Kids","Target",0.368011136821449,0.0667485459927866,0.0672734493258964
"3233","Adults","Distractor",0.001953125,0.001953125,0.00390625
"3233","Adults","Signer",0.693609027738909,0.160215532555217,0.148221866037483
"3233","Adults","Target",0.304437847261091,0.14324911625923,0.144217576686041
"3233","Kids","Distractor",0.152365290303983,0.0445318159711776,0.0440858092271298
"3233","Kids","Signer",0.49380669581351,0.0734926902084093,0.0712083133976251
"3233","Kids","Target",0.353828013882507,0.0699510355860413,0.0705437517224445
"3267","Adults","Distractor",0.00201612903225806,0.00201612903225806,0.00403225806451613
"3267","Adults","Signer",0.695537284480674,0.168930216926596,0.154049295133296
"3267","Adults","Target",0.302446586487068,0.149065357165315,0.150642875063032
"3267","Kids","Distractor",0.164746383197781,0.0491849863086231,0.0474081412162966
"3267","Kids","Signer",0.505170945788157,0.0720529040481067,0.0678623498188323
"3267","Kids","Target",0.330082671014063,0.0664183757036499,0.0681656376426058
"33","Adults","Distractor",0,0,0
"33","Adults","Signer",1,0,0
"33","Adults","Target",0,0,0
"33","Kids","Distractor",0,0,0
"33","Kids","Signer",1,0,0
"33","Kids","Target",0,0,0
"3300","Adults","Distractor",0.00673479000091903,0.00673479000091903,0.00742119290506387
"3300","Adults","Signer",0.693235379210018,0.161725830372172,0.153850792091719
"3300","Adults","Target",0.300029830789063,0.150282159245776,0.162645226136578
"3300","Kids","Distractor",0.167474557606137,0.0514884250529668,0.0560428345223037
"3300","Kids","Signer",0.511374897536422,0.0652246350266995,0.0629286423019408
"3300","Kids","Target",0.321150544857441,0.0681560377890913,0.0629914372530072
"333","Adults","Distractor",0.00223214285714286,0.00223214285714286,0.00446428571428571
"333","Adults","Signer",0.867293577864765,0.0923426058875612,0.0754215730273086
"333","Adults","Target",0.130474279278092,0.0688127402580898,0.0915638311758153
"333","Kids","Distractor",0.0155396327810121,0.0124048365427676,0.0152276459173011
"333","Kids","Signer",0.966136736826392,0.0258633751306165,0.0218513957307062
"333","Kids","Target",0.0183236303925959,0.0166815942678012,0.0211636065084341
"3333","Adults","Distractor",0.00691997518610422,0.00691997518610422,0.00808933002481389
"3333","Adults","Signer",0.691522416247055,0.167332879787437,0.148070344583025
"3333","Adults","Target",0.30155760856684,0.157234534659341,0.177898931215808
"3333","Kids","Distractor",0.165541535318412,0.0467664382890042,0.0499342316602712
"3333","Kids","Signer",0.513625462559219,0.0703567944116546,0.0648104332339545
"3333","Kids","Target",0.320833002122369,0.0648854863605784,0.0750130294927188
"3367","Adults","Distractor",0.00683094384707288,0.00683094384707288,0.00731481481481481
"3367","Adults","Signer",0.693050194024833,0.162588772596426,0.154968021953405
"3367","Adults","Target",0.300118862128094,0.15591720229069,0.159073507803015
"3367","Kids","Distractor",0.173967777854747,0.0520505820214717,0.0562813007547732
"3367","Kids","Signer",0.519588698643753,0.0726937798264432,0.0710704091495425
"3367","Kids","Target",0.3064435235015,0.0712106480510823,0.0672344100391179
"3400","Adults","Distractor",0.00673479000091903,0.00673479000091903,0.0071247329059829
"3400","Adults","Signer",0.697624282663942,0.156792442426167,0.14379202738206
"3400","Adults","Target",0.295640927335139,0.140897884289156,0.154329318900971
"3400","Kids","Distractor",0.173005517572534,0.0499209237696602,0.0512168879059626
"3400","Kids","Signer",0.520041465957575,0.0613691532511491,0.0648050785213453
"3400","Kids","Target",0.306953016469891,0.0675075917693473,0.0690950998228397
"3433","Adults","Distractor",0.00673479000091903,0.00673479000091903,0.0071247329059829
"3433","Adults","Signer",0.698700741300885,0.171891333502834,0.151609626165872
"3433","Adults","Target",0.294564468698196,0.145265831094162,0.168381453767967
"3433","Kids","Distractor",0.171831551187268,0.0478647326911846,0.0524922906796773
"3433","Kids","Signer",0.523214678545895,0.0645924101986942,0.0612359022556391
"3433","Kids","Target",0.304953770266837,0.0624303067622033,0.0668482465306421
"3467","Adults","Distractor",0.00667178596866097,0.00667178596866097,0.00862491096866097
"3467","Adults","Signer",0.70075419562205,0.159713000005494,0.159063016908926
"3467","Adults","Target",0.292574018409289,0.142888140171279,0.153552600070579
"3467","Kids","Distractor",0.173688198621127,0.0480294265603585,0.0510958281824
"3467","Kids","Signer",0.520960124004983,0.0583148472257947,0.0605269362428036
"3467","Kids","Target",0.30535167737389,0.0633072951448632,0.0657813593274563
"3500","Adults","Distractor",0.00676793981481482,0.00676793981481482,0.0075
"3500","Adults","Signer",0.70248515871138,0.170773727880956,0.147484145835908
"3500","Adults","Target",0.290746901473806,0.153102266068319,0.168731962187383
"3500","Kids","Distractor",0.176836404524031,0.0514983177178917,0.0557413927913421
"3500","Kids","Signer",0.535595973780558,0.0628925797270118,0.0605848543500673
"3500","Kids","Target",0.287567621695411,0.0679777673869966,0.058527231164148
"3533","Adults","Distractor",0.00676793981481482,0.00676793981481482,0.00835532407407407
"3533","Adults","Signer",0.702398320262472,0.159903165836957,0.152431262575536
"3533","Adults","Target",0.290833739922713,0.140618435660482,0.17370056932841
"3533","Kids","Distractor",0.178473740593416,0.0523107432628224,0.0540543401268553
"3533","Kids","Signer",0.54674797818814,0.062066225131641,0.0644312766904044
"3533","Kids","Target",0.274778281218443,0.052814718102497,0.0570343667770138
"3567","Adults","Distractor",0.00683094384707288,0.00683094384707288,0.00712962962962963
"3567","Adults","Signer",0.702542349816349,0.15988828789831,0.146145482938159
"3567","Adults","Target",0.290626706336578,0.148006659677185,0.157759687545593
"3567","Kids","Distractor",0.181477196279161,0.0492191071831031,0.0515949334966896
"3567","Kids","Signer",0.544223757808684,0.0624661076826925,0.062255154990556
"3567","Kids","Target",0.274299045912156,0.0576758476035192,0.0545888339386791
"3600","Adults","Distractor",0.00744953416149068,0.00744953416149068,0.00822748447204967
"3600","Adults","Signer",0.694433298258757,0.158921068680471,0.144688318524561
"3600","Adults","Target",0.298117167579752,0.145294730200349,0.163441785541053
"3600","Kids","Distractor",0.185573132074146,0.0547018577545961,0.0544706153098648
"3600","Kids","Signer",0.549177164128589,0.0600085144325562,0.0611904804268955
"3600","Kids","Target",0.265249703797264,0.0554267665791499,0.0562002666517853
"3633","Adults","Distractor",0.00774475524475524,0.00774475524475524,0.00971634615384615
"3633","Adults","Signer",0.703544883038418,0.1772967788318,0.16068675260324
"3633","Adults","Target",0.288710361716827,0.15718929383396,0.161187859025952
"3633","Kids","Distractor",0.182697550779647,0.0521013580458307,0.0546793846092581
"3633","Kids","Signer",0.550722552123748,0.060089659289443,0.060660891136964
"3633","Kids","Target",0.266579897096605,0.0613252501682629,0.0623287209895783
"3667","Adults","Distractor",0.00797619047619048,0.00797619047619048,0.00894047619047618
"3667","Adults","Signer",0.704601775539275,0.177303383826821,0.153375050875051
"3667","Adults","Target",0.287422033984534,0.137242534086284,0.163145159238909
"3667","Kids","Distractor",0.192855065678542,0.0539644119358809,0.055484816981294
"3667","Kids","Signer",0.546171543277073,0.0591288417190854,0.0556138517663018
"3667","Kids","Target",0.260973391044385,0.0609238375440201,0.0635474826926866
"367","Adults","Distractor",0.00480769230769231,0.00480769230769231,0.00721153846153846
"367","Adults","Signer",0.842467567023629,0.0857925696365129,0.0811108249115507
"367","Adults","Target",0.152724740668679,0.0765684549648191,0.0953825005767421
"367","Kids","Distractor",0.0160620988207195,0.0126138229586505,0.0153664726078519
"367","Kids","Signer",0.970540379161069,0.0246008732646664,0.02132407822063
"367","Kids","Target",0.0133975220182117,0.0133975220182117,0.0203761755485893
"3700","Adults","Distractor",0.00844655797101449,0.00844655797101449,0.00896739130434782
"3700","Adults","Signer",0.70418942219214,0.163027692479119,0.151448936656138
"3700","Adults","Target",0.287364019836846,0.141065336007591,0.162973048112314
"3700","Kids","Distractor",0.190791884295674,0.0495939614576852,0.058580634118026
"3700","Kids","Signer",0.547018047549167,0.0565338694376807,0.0580753127191421
"3700","Kids","Target",0.262190068155158,0.0603902427270368,0.0571458798650669
"3733","Adults","Distractor",0.00584239130434783,0.00584239130434783,0.00855978260869565
"3733","Adults","Signer",0.708574316183012,0.164634979427778,0.155217639835507
"3733","Adults","Target",0.28558329251264,0.151441712537161,0.156818745302101
"3733","Kids","Distractor",0.177276430140207,0.0511800068577852,0.0500501575752457
"3733","Kids","Signer",0.553596355010895,0.0679069455508017,0.0646338205345892
"3733","Kids","Target",0.269127214848897,0.0576256913836315,0.060713139599923
"3767","Adults","Distractor",0.00881313131313131,0.00881313131313131,0.0104166666666667
"3767","Adults","Signer",0.708082126207126,0.174572071158009,0.159387706043956
"3767","Adults","Target",0.283104742479742,0.148391200813076,0.165318431568432
"3767","Kids","Distractor",0.178966210710633,0.0479023452882479,0.0503026095495669
"3767","Kids","Signer",0.554619062479103,0.0648241296960871,0.0694124643668254
"3767","Kids","Target",0.266414726810264,0.0554242685137716,0.0588136087768441
"3800","Adults","Distractor",0.00955253896430367,0.00720878896430367,0.0114901489441931
"3800","Adults","Signer",0.708732076303208,0.162800436977327,0.156187534204038
"3800","Adults","Target",0.281715384732488,0.144605050580015,0.156201113597613
"3800","Kids","Distractor",0.163500239781333,0.0517464575061725,0.0558552999006853
"3800","Kids","Signer",0.567523340715131,0.0691674299961038,0.0722407754169191
"3800","Kids","Target",0.268976419503536,0.053631879627229,0.0519737805483309
"3833","Adults","Distractor",0.0126694775132275,0.00970982142857143,0.0113467261904762
"3833","Adults","Signer",0.707133511617207,0.158884045390499,0.151432785901196
"3833","Adults","Target",0.280197010869565,0.150076520984299,0.1604703540157
"3833","Kids","Distractor",0.158492091517607,0.046594386509781,0.0532003563675924
"3833","Kids","Signer",0.568186602965614,0.0733156484453591,0.0749889340580063
"3833","Kids","Target",0.273321305516779,0.0546636005181964,0.0578485731733837
"3867","Adults","Distractor",0.0135407964355333,0.0102513227513228,0.0114091652742969
"3867","Adults","Signer",0.709709327889559,0.164834481120347,0.147805777436674
"3867","Adults","Target",0.276749875674908,0.146856998762669,0.155454541418016
"3867","Kids","Distractor",0.158861141112662,0.0520378261022277,0.0486648724275499
"3867","Kids","Signer",0.561779413959941,0.0705166559831875,0.0720646518795605
"3867","Kids","Target",0.279359444927396,0.0547036304072308,0.0600498373330524
"3900","Adults","Distractor",0.013178228021978,0.013178228021978,0.0144370278159341
"3900","Adults","Signer",0.701679165741666,0.175569173303548,0.144792481823732
"3900","Adults","Target",0.285142606236356,0.15053652221621,0.162310947154697
"3900","Kids","Distractor",0.162905913108753,0.0510639159409443,0.050927750410509
"3900","Kids","Signer",0.570634675781735,0.075801977138818,0.0750217127080717
"3900","Kids","Target",0.266459411109513,0.0611714517311627,0.0650339233535227
"3933","Adults","Distractor",0.0137547348484848,0.0137547348484848,0.0157995975378788
"3933","Adults","Signer",0.70389647967773,0.160592617018398,0.1553862565386
"3933","Adults","Target",0.282348785473785,0.157568429834055,0.159665065836941
"3933","Kids","Distractor",0.164618694917884,0.0532966418019663,0.0545150651692234
"3933","Kids","Signer",0.559252990642443,0.0722698103536085,0.0793268905001918
"3933","Kids","Target",0.276128314439673,0.0601658811382442,0.0668044926957199
"3967","Adults","Distractor",0.0135416666666667,0.0135416666666667,0.014609375
"3967","Adults","Signer",0.712095497095497,0.157517003829504,0.147798400673401
"3967","Adults","Target",0.274362836237836,0.145404742248492,0.164201683732934
"3967","Kids","Distractor",0.153944106378183,0.0520331868379536,0.0518633085418075
"3967","Kids","Signer",0.569624746450304,0.0734933714865256,0.0781793320776586
"3967","Kids","Target",0.276431147171512,0.0631347596509868,0.0669716104832737
"400","Adults","Distractor",0.00500801282051282,0.00500801282051282,0.00761217948717949
"400","Adults","Signer",0.8090216098298,0.104590150036001,0.0920950827941669
"400","Adults","Target",0.185970377349688,0.0846375431774139,0.103616649507005
"400","Kids","Distractor",0.0187266756232273,0.0152783997611584,0.0223428869980594
"400","Kids","Signer",0.958924729766515,0.0277568919417298,0.0233849542951977
"400","Kids","Target",0.0223485946102579,0.0161088573360379,0.0222309958466145
"4000","Adults","Distractor",0.0143127705627706,0.0143127705627706,0.0158279220779221
"4000","Adults","Signer",0.72398464960965,0.154815816706442,0.140735872923373
"4000","Adults","Target",0.26170257982758,0.145262483465608,0.143085141710142
"4000","Kids","Distractor",0.148098357581116,0.0480934128132404,0.0552171654973379
"4000","Kids","Signer",0.557896413930897,0.0697591919574678,0.0625824821729993
"4000","Kids","Target",0.294005228487987,0.0700814798228591,0.0651339130218441
"433","Adults","Distractor",0.00481481481481482,0.00481481481481482,0.00731481481481481
"433","Adults","Signer",0.779874986126742,0.111727610482376,0.0957407171602842
"433","Adults","Target",0.215310199058443,0.0937770990819974,0.105559822636059
"433","Kids","Distractor",0.0187266756232273,0.0152783997611584,0.0192396253172115
"433","Kids","Signer",0.958924729766515,0.029894897614218,0.0241897221270952
"433","Kids","Target",0.0223485946102579,0.0160098522167488,0.0211745991500048
"467","Adults","Distractor",0.00473214285714286,0.00473214285714286,0.00696428571428571
"467","Adults","Signer",0.74491792608679,0.113556907179086,0.108533076607525
"467","Adults","Target",0.250349931056067,0.103182006136304,0.118936271914276
"467","Kids","Distractor",0.0215479922376474,0.0181038214658904,0.0247727272727273
"467","Kids","Signer",0.953543329557528,0.0317599751499346,0.0308511641333651
"467","Kids","Target",0.0249086782048242,0.0188263832178639,0.0268372639024262
"500","Adults","Distractor",0.00679116142478211,0.00679116142478211,0.00711724966843501
"500","Adults","Signer",0.717187026190259,0.112870034453547,0.106235568965634
"500","Adults","Target",0.276021812384959,0.106879604210154,0.104541554205347
"500","Kids","Distractor",0.0255102967996521,0.0178069569111548,0.0249352353044257
"500","Kids","Signer",0.949581024995524,0.0336218092252575,0.0276251778140723
"500","Kids","Target",0.0249086782048242,0.0186465934336117,0.0269149148687688
"533","Adults","Distractor",0.00441997518610422,0.00441997518610422,0.00682382133995037
"533","Adults","Signer",0.686811822953018,0.121539421025831,0.110561169310663
"533","Adults","Target",0.308768201860878,0.110858627304567,0.119060431051769
"533","Kids","Distractor",0.0290267204060307,0.0192506344230482,0.0236734960441857
"533","Kids","Signer",0.940317474952363,0.0454366762378932,0.0354569711897298
"533","Kids","Target",0.0306558046416059,0.0250833750428071,0.0411011904761905
"567","Adults","Distractor",0.00458333333333333,0.00458333333333333,0.00666666666666667
"567","Adults","Signer",0.649690603627617,0.130872349642772,0.121315468058777
"567","Adults","Target",0.34572606303905,0.122925439510743,0.118668340368189
"567","Kids","Distractor",0.0298104194655919,0.0192920585161964,0.0244241677862367
"567","Kids","Signer",0.939407001044932,0.0397598988655024,0.0334983766233766
"567","Kids","Target",0.030782579489476,0.0253489326765189,0.0399257818331094
"600","Adults","Distractor",0.00201612903225806,0.00201612903225806,0.00403225806451613
"600","Adults","Signer",0.622408281516122,0.126654504291318,0.123704903302419
"600","Adults","Target",0.37557558945162,0.135508902971484,0.139491982401714
"600","Kids","Distractor",0.0322050554809176,0.0212871324078221,0.0264287580235856
"600","Kids","Signer",0.932812111260387,0.0492704756928894,0.0355426804995771
"600","Kids","Target",0.0349828332586953,0.0256568144499179,0.0380066987610091
"633","Adults","Distractor",0.00231481481481481,0.00231481481481481,0.00462962962962963
"633","Adults","Signer",0.581971658547659,0.125992385361354,0.128812813717921
"633","Adults","Target",0.415713526637527,0.116693814011101,0.112713991664982
"633","Kids","Distractor",0.0377859536226676,0.0229254269367099,0.0301122410522765
"633","Kids","Signer",0.922499053797228,0.0460869857829797,0.0397828424955707
"633","Kids","Target",0.0397149925801041,0.0253792214377914,0.0412498710299167
"667","Adults","Distractor",0.00240384615384615,0.00240384615384615,0.00480769230769231
"667","Adults","Signer",0.533286819862907,0.134713425664513,0.127735062441584
"667","Adults","Target",0.464309333983247,0.125416429987082,0.116092078060828
"667","Kids","Distractor",0.0474465189982431,0.0261375083250083,0.0284989579386131
"667","Kids","Signer",0.902858318330188,0.0448127942082117,0.0372822859233929
"667","Kids","Target",0.0496951626715692,0.029008213126861,0.0381100895852484
"67","Adults","Distractor",0,0,0
"67","Adults","Signer",0.992781339031339,0.00730074786324786,0.00721866096866097
"67","Adults","Target",0.00721866096866097,0.00721866096866097,0.00721866096866097
"67","Kids","Distractor",0,0,0
"67","Kids","Signer",1,0,0
"67","Kids","Target",0,0,0
"700","Adults","Distractor",0.00223214285714286,0.00223214285714286,0.00446428571428571
"700","Adults","Signer",0.489298075989208,0.125125613790812,0.124529653517038
"700","Adults","Target",0.508469781153649,0.131379061084546,0.114576437448515
"700","Kids","Distractor",0.045998780912574,0.0238287275464,0.0309831535801363
"700","Kids","Signer",0.886654230188713,0.0406452427680876,0.0404772151539393
"700","Kids","Target",0.067346988898713,0.0294134896074551,0.0424524318274318
"733","Adults","Distractor",0.0021551724137931,0.0021551724137931,0.00431034482758621
"733","Adults","Signer",0.459974091655209,0.122257726250102,0.136550115549224
"733","Adults","Target",0.537870735930998,0.129449893617779,0.12413166214002
"733","Kids","Distractor",0.0446964912482154,0.0233908859339894,0.0290232994974374
"733","Kids","Signer",0.881010147344086,0.0424115500601435,0.0374964276246036
"733","Kids","Target",0.074293361407699,0.0338894821653442,0.0400437390296737
"767","Adults","Distractor",0,0,0
"767","Adults","Signer",0.421204702697405,0.123484884214307,0.141108768720395
"767","Adults","Target",0.578795297302595,0.1322972713063,0.120198961256374
"767","Kids","Distractor",0.050977245652702,0.0260556283641983,0.0291842834312408
"767","Kids","Signer",0.858992933480763,0.0447574822771324,0.0402153692459221
"767","Kids","Target",0.0900298208665349,0.0334343161768365,0.0429052330923527
"800","Adults","Distractor",0.001953125,0.001953125,0.00390625
"800","Adults","Signer",0.381000167863572,0.112060136574857,0.129978957389324
"800","Adults","Target",0.617046707136428,0.127770833561615,0.110850604022939
"800","Kids","Distractor",0.0548861719754215,0.0247380187707267,0.0287086975594836
"800","Kids","Signer",0.847554913889119,0.0444292512287068,0.042834668374222
"800","Kids","Target",0.0975589141354595,0.0337895177511183,0.0373929927586381
"833","Adults","Distractor",0.0149770101800001,0.0109836024720893,0.0111920906724243
"833","Adults","Signer",0.349898555177611,0.119590554639369,0.11993656871775
"833","Adults","Target",0.635124434642389,0.131556676105041,0.111827743366872
"833","Kids","Distractor",0.0676026024910406,0.0284071568503617,0.0322417515856917
"833","Kids","Signer",0.816985714663733,0.0505584437344205,0.050397868940959
"833","Kids","Target",0.115411682845226,0.0383261063278678,0.0436525967360279
"867","Adults","Distractor",0.0143719561688312,0.0103354978354978,0.0112781977137446
"867","Adults","Signer",0.325103323848654,0.112198359347854,0.117674833426403
"867","Adults","Target",0.660524719982515,0.122541775737615,0.110001474562592
"867","Kids","Distractor",0.0713468769703423,0.0298757263503847,0.0340991390797559
"867","Kids","Signer",0.796571492913995,0.0542332439106686,0.0516296102234522
"867","Kids","Target",0.132081630115663,0.0428681947081155,0.0480340646077408
"900","Adults","Distractor",0.0161884071810542,0.0101291937229437,0.0114682208110517
"900","Adults","Signer",0.315918545285146,0.11150176172439,0.115698324556103
"900","Adults","Target",0.667893047533799,0.122601464589948,0.116088541491646
"900","Kids","Distractor",0.0706568335878681,0.0293080399007123,0.0302091383233624
"900","Kids","Signer",0.786523921732633,0.0638997367700861,0.0584168405827888
"900","Kids","Target",0.142819244679499,0.0466539134892129,0.0457044441493171
"933","Adults","Distractor",0.0185404265873016,0.0099749503968254,0.011625744047619
"933","Adults","Signer",0.310094338228474,0.108289913807357,0.109622304047772
"933","Adults","Target",0.671365235184224,0.113057281689017,0.104778637974682
"933","Kids","Distractor",0.0830026576983981,0.029153154077723,0.033779255171243
"933","Kids","Signer",0.756249305222295,0.0581232784779344,0.0623197351045315
"933","Kids","Target",0.160748037079306,0.0508887139311902,0.0575833495230715
"967","Adults","Distractor",0.017179273120885,0.00973286724468879,0.0108753914556752
"967","Adults","Signer",0.297662727136411,0.107520311285936,0.108782053198994
"967","Adults","Target",0.685157999742704,0.10827961908112,0.105691505398537
"967","Kids","Distractor",0.0868600218004463,0.0281685898264698,0.0291196735093947
"967","Kids","Signer",0.725570805786619,0.067629419189182,0.0621715301141295
"967","Kids","Target",0.187569172412935,0.0595062843565073,0.0615553008981952
