"trial","trial_in_block","block","gate","target_image","chosen_image","chosen_img_index","correct","rt","date","id","gender","age","asl_fluency","age_learned_asl","gate_name","gate_num"
"113","37","3","p_kitty_hey_3_04_5","cat","cat","0",TRUE,"6659","2015-05-08-12-38",21,"Female","37","2","18 months","p_kitty_hey_3","5"
"114","38","3","p_book_where_2_03_4","book","book","1",TRUE,"4145","2015-05-08-12-38",21,"Female","37","2","18 months","p_book_where_2","4"
"115","1","4","p_bear_where_1_29_5","bear","bear","1",TRUE,"4326","2015-05-08-12-38",21,"Female","37","2","18 months","p_bear_where_1","5"
"116","2","4","p_book_look_2_05_5","book","book","0",TRUE,"4193","2015-05-08-12-38",21,"Female","37","2","18 months","p_book_look_2","5"
"117","3","4","r_love_ball_3_17_1","ball","ball","0",TRUE,"6725","2015-05-08-12-38",21,"Female","37","2","18 months","r_love_ball_3","1"
"118","4","4","r_love_car_3_22_5","car","car","0",TRUE,"6882","2015-05-08-12-38",21,"Female","37","2","18 months","r_love_car_3","5"
"119","5","4","p_kitty_hey_3_01_2","cat","cat","0",TRUE,"5858","2015-05-08-12-38",21,"Female","37","2","18 months","p_kitty_hey_3","2"
"120","6","4","p_ball_where_1_22_2","ball","shoe","0",FALSE,"5075","2015-05-08-12-38",21,"Female","37","2","18 months","p_ball_where_1","2"
"121","7","4","r_cat_which_1_26_5","cat","cat","0",TRUE,"3875","2015-05-08-12-38",21,"Female","37","2","18 months","r_cat_which_1","5"
"122","8","4","r_love_bear_3_19_3","bear","bear","0",TRUE,"5953","2015-05-08-12-38",21,"Female","37","2","18 months","r_love_bear_3","3"
"123","9","4","r_love_cat_3_22_2","cat","cat","1",TRUE,"6594","2015-05-08-12-38",21,"Female","37","2","18 months","r_love_cat_3","2"
"124","10","4","p_car_where_1_24_5","car","car","1",TRUE,"3889","2015-05-08-12-38",21,"Female","37","2","18 months","p_car_where_1","5"
"125","11","4","r_doll_which_1_25_6","doll","doll","0",TRUE,"4547","2015-05-08-12-38",21,"Female","37","2","18 months","r_doll_which_1","6"
"126","12","4","r_bird_where_4_06_1","bird","bird","0",TRUE,"9285","2015-05-08-12-38",21,"Female","37","2","18 months","r_bird_where_4","1"
"127","13","4","r_ball_which_2_02_3","ball","ball","1",TRUE,"4642","2015-05-08-12-38",21,"Female","37","2","18 months","r_ball_which_2","3"
"128","14","4","r_love_shoes_3_18_6","shoe","shoe","0",TRUE,"6355","2015-05-08-12-38",21,"Female","37","2","18 months","r_love_shoes_3","6"
"129","15","4","p_shoe_hey_2_27_3","shoe","shoe","0",TRUE,"5794","2015-05-08-12-38",21,"Female","37","2","18 months","p_shoe_hey_2","3"
"130","16","4","p_ball_find_2_02_2","ball","shoe","1",FALSE,"5218","2015-05-08-12-38",21,"Female","37","2","18 months","p_ball_find_2","2"
"131","17","4","r_ball_where_4_07_2","ball","ball","1",TRUE,"7427","2015-05-08-12-38",21,"Female","37","2","18 months","r_ball_where_4","2"
"132","18","4","p_bear_look_2_02_6","bear","bear","0",TRUE,"3953","2015-05-08-12-38",21,"Female","37","2","18 months","p_bear_look_1","6"
"133","19","4","r_book_which_2_00_4","book","book","0",TRUE,"4128","2015-05-08-12-38",21,"Female","37","2","18 months","r_book_which_1","4"
"134","20","4","r_bear_which_1_25_3","bear","bear","1",TRUE,"3939","2015-05-08-12-38",21,"Female","37","2","18 months","r_bear_which_1","3"
"135","21","4","p_kitty_where_2_03_1","cat","cat","0",TRUE,"4161","2015-05-08-12-38",21,"Female","37","2","18 months","p_kitty_where_2","1"
"136","22","4","r_love_bird_3_22_4","bird","bird","1",TRUE,"6757","2015-05-08-12-38",21,"Female","37","2","18 months","r_love_bird_3","4"
"137","23","4","p_doll_where_1_24_1","doll","doll","1",TRUE,"4307","2015-05-08-12-38",21,"Female","37","2","18 months","p_doll_where_1","1"
"138","24","4","r_cat_where_3_28_1","cat","cat","1",TRUE,"7075","2015-05-08-12-38",21,"Female","37","2","18 months","r_cat_where_3","1"
"139","25","4","r_love_book_3_24_1","book","car","1",FALSE,"8035","2015-05-08-12-38",21,"Female","37","2","18 months","r_love_book_3","1"
"140","26","4","p_doll_find_2_02_5","doll","doll","0",TRUE,"3970","2015-05-08-12-38",21,"Female","37","2","18 months","p_doll_find_1","5"
"141","27","4","r_love_doll_3_24_5","doll","doll","1",TRUE,"7809","2015-05-08-12-38",21,"Female","37","2","18 months","r_love_doll_3","5"
"142","28","4","p_bird_look_1_24_1","bird","bird","0",TRUE,"4546","2015-05-08-12-38",21,"Female","37","2","18 months","p_bird_look_1","1"
"143","29","4","p_bird_where_1_27_3","bird","bird","1",TRUE,"4257","2015-05-08-12-38",21,"Female","37","2","18 months","p_bird_where_1","3"
"144","30","4","r_bear_where_4_08_6","bear","bear","0",TRUE,"6643","2015-05-08-12-38",21,"Female","37","2","18 months","r_bear_where_4","6"
"145","31","4","r_doll_where_4_01_6","doll","doll","1",TRUE,"6883","2015-05-08-12-38",21,"Female","37","2","18 months","r_doll_where_3","6"
"146","32","4","r_shoes_where_4_01_6","shoe","shoe","1",TRUE,"7010","2015-05-08-12-38",21,"Female","37","2","18 months","r_shoes_where_3","6"
"147","33","4","r_book_where_4_03_1","book","book","1",TRUE,"8273","2015-05-08-12-38",21,"Female","37","2","18 months","r_book_where_4","1"
"148","34","4","r_shoes_which_1_26_5","shoe","shoe","1",TRUE,"3874","2015-05-08-12-38",21,"Female","37","2","18 months","r_shoes_which_1","5"
"149","35","4","p_shoe_where_1_22_5","shoe","shoe","1",TRUE,"3602","2015-05-08-12-38",21,"Female","37","2","18 months","p_shoe_where_1","5"
"150","36","4","p_book_where_2_00_1","book","book","0",TRUE,"3970","2015-05-08-12-38",21,"Female","37","2","18 months","p_book_where_2","1"
"151","37","4","r_car_where_3_21_1","car","car","1",TRUE,"7890","2015-05-08-12-38",21,"Female","37","2","18 months","r_car_where_3","1"
"152","38","4","r_car_which_2_00_5","car","car","0",TRUE,"3827","2015-05-08-12-38",21,"Female","37","2","18 months","r_car_which_1","5"
"153","1","5","r_ball_which_2_04_5","ball","ball","1",TRUE,"4885","2015-05-08-12-38",21,"Female","37","2","18 months","r_ball_which_2","5"
"154","2","5","r_shoes_where_3_28_3","shoe","shoe","0",TRUE,"9190","2015-05-08-12-38",21,"Female","37","2","18 months","r_shoes_where_3","3"
"155","3","5","p_doll_where_1_25_2","doll","doll","1",TRUE,"5698","2015-05-08-12-38",21,"Female","37","2","18 months","p_doll_where_1","2"
"156","4","5","p_ball_find_2_01_1","ball","shoe","1",FALSE,"4481","2015-05-08-12-38",21,"Female","37","2","18 months","p_ball_find_2","1"
"157","5","5","r_bear_where_4_03_1","bear","bear","1",TRUE,"9252","2015-05-08-12-38",21,"Female","37","2","18 months","r_bear_where_4","1"
"158","6","5","r_love_cat_3_24_4","cat","cat","1",TRUE,"8562","2015-05-08-12-38",21,"Female","37","2","18 months","r_love_cat_3","4"
"159","7","5","p_book_where_2_04_5","book","book","0",TRUE,"5155","2015-05-08-12-38",21,"Female","37","2","18 months","p_book_where_2","5"
"160","8","5","p_kitty_hey_3_03_4","cat","cat","1",TRUE,"5250","2015-05-08-12-38",21,"Female","37","2","18 months","p_kitty_hey_3","4"
"161","9","5","p_bear_where_1_27_3","bear","bear","0",TRUE,"3651","2015-05-08-12-38",21,"Female","37","2","18 months","p_bear_where_1","3"
"162","10","5","r_love_shoes_3_13_1","shoe","ball","0",FALSE,"6755","2015-05-08-12-38",21,"Female","37","2","18 months","r_love_shoes_3","1"
"163","11","5","p_kitty_where_2_06_4","cat","cat","1",TRUE,"4597","2015-05-08-12-38",21,"Female","37","2","18 months","p_kitty_where_2","4"
"164","12","5","r_doll_where_4_00_5","doll","doll","0",TRUE,"6595","2015-05-08-12-38",21,"Female","37","2","18 months","r_doll_where_3","5"
"165","13","5","r_book_where_4_08_6","book","book","1",TRUE,"7297","2015-05-08-12-38",21,"Female","37","2","18 months","r_book_where_4","6"
"166","14","5","r_bear_which_1_23_1","bear","bear","0",TRUE,"4579","2015-05-08-12-38",21,"Female","37","2","18 months","r_bear_which_1","1"
"167","15","5","r_love_ball_3_22_6","ball","ball","1",TRUE,"7330","2015-05-08-12-38",21,"Female","37","2","18 months","r_love_ball_3","6"
"168","16","5","r_love_book_3_26_3","book","book","0",TRUE,"6482","2015-05-08-12-38",21,"Female","37","2","18 months","r_love_book_3","3"
"169","17","5","r_car_which_2_01_6","car","car","0",TRUE,"3969","2015-05-08-12-38",21,"Female","37","2","18 months","r_car_which_1","6"
"170","18","5","p_doll_find_1_29_2","doll","doll","0",TRUE,"4323","2015-05-08-12-38",21,"Female","37","2","18 months","p_doll_find_1","2"
"171","19","5","r_ball_where_4_08_3","ball","ball","1",TRUE,"7235","2015-05-08-12-38",21,"Female","37","2","18 months","r_ball_where_4","3"
"172","20","5","r_cat_where_4_00_3","cat","cat","0",TRUE,"8933","2015-05-08-12-38",21,"Female","37","2","18 months","r_cat_where_3","3"
"173","21","5","r_cat_which_1_27_6","cat","cat","0",TRUE,"4034","2015-05-08-12-38",21,"Female","37","2","18 months","r_cat_which_1","6"
"174","22","5","r_love_doll_3_20_1","doll","doll","1",TRUE,"7138","2015-05-08-12-38",21,"Female","37","2","18 months","r_love_doll_3","1"
"175","23","5","p_ball_where_1_25_5","ball","ball","1",TRUE,"4001","2015-05-08-12-38",21,"Female","37","2","18 months","p_ball_where_1","5"
"176","24","5","p_bird_where_1_28_4","bird","bird","0",TRUE,"3714","2015-05-08-12-38",21,"Female","37","2","18 months","p_bird_where_1","4"
"177","25","5","r_love_bear_3_21_5","bear","bear","0",TRUE,"6115","2015-05-08-12-38",21,"Female","37","2","18 months","r_love_bear_3","5"
"178","26","5","r_love_bird_3_23_5","bird","bird","1",TRUE,"7361","2015-05-08-12-38",21,"Female","37","2","18 months","r_love_bird_3","5"
"179","27","5","p_book_look_2_06_6","book","book","0",TRUE,"4771","2015-05-08-12-38",21,"Female","37","2","18 months","p_book_look_2","6"
"180","28","5","p_shoe_where_1_21_4","shoe","shoe","1",TRUE,"3683","2015-05-08-12-38",21,"Female","37","2","18 months","p_shoe_where_1","4"
"181","29","5","r_doll_which_1_24_5","doll","doll","0",TRUE,"5106","2015-05-08-12-38",21,"Female","37","2","18 months","r_doll_which_1","5"
"182","30","5","p_bird_look_1_27_4","bird","bird","0",TRUE,"4309","2015-05-08-12-38",21,"Female","37","2","18 months","p_bird_look_1","4"
"183","31","5","r_car_where_3_22_2","car","car","0",TRUE,"7554","2015-05-08-12-38",21,"Female","37","2","18 months","r_car_where_3","2"
"184","32","5","p_car_where_1_25_6","car","car","1",TRUE,"4034","2015-05-08-12-38",21,"Female","37","2","18 months","p_car_where_1","6"
"185","33","5","r_love_car_3_20_3","car","car","0",TRUE,"6115","2015-05-08-12-38",21,"Female","37","2","18 months","r_love_car_3","3"
"186","34","5","r_book_which_2_02_6","book","book","0",TRUE,"4257","2015-05-08-12-38",21,"Female","37","2","18 months","r_book_which_1","6"
"187","35","5","r_bird_where_4_08_3","bird","bird","1",TRUE,"7154","2015-05-08-12-38",21,"Female","37","2","18 months","r_bird_where_4","3"
"188","36","5","r_shoes_which_1_27_6","shoe","shoe","0",TRUE,"3985","2015-05-08-12-38",21,"Female","37","2","18 months","r_shoes_which_1","6"
"189","37","5","p_bear_look_1_29_3","bear","bear","1",TRUE,"3953","2015-05-08-12-38",21,"Female","37","2","18 months","p_bear_look_1","3"
"190","38","5","p_shoe_hey_2_26_2","shoe","ball","1",FALSE,"6050","2015-05-08-12-38",21,"Female","37","2","18 months","p_shoe_hey_2","2"
"191","1","6","r_bird_where_4_09_4","bird","bird","1",TRUE,"7225","2015-05-08-12-38",21,"Female","37","2","18 months","r_bird_where_4","4"
"192","2","6","r_love_book_3_29_6","book","book","0",TRUE,"6386","2015-05-08-12-38",21,"Female","37","2","18 months","r_love_book_3","6"
"193","3","6","r_doll_where_3_26_1","doll","doll","1",TRUE,"7585","2015-05-08-12-38",21,"Female","37","2","18 months","r_doll_where_3","1"
"194","4","6","r_book_which_1_27_1","book","car","1",FALSE,"5314","2015-05-08-12-38",21,"Female","37","2","18 months","r_book_which_1","1"
"195","5","6","p_shoe_hey_3_00_6","shoe","shoe","0",TRUE,"5044","2015-05-08-12-38",21,"Female","37","2","18 months","p_shoe_hey_2","6"
"196","6","6","r_book_where_4_06_4","book","book","1",TRUE,"6721","2015-05-08-12-38",21,"Female","37","2","18 months","r_book_where_4","4"
"197","7","6","r_cat_where_3_29_2","cat","bird","1",FALSE,"8434","2015-05-08-12-38",21,"Female","37","2","18 months","r_cat_where_3","2"
"198","8","6","r_shoes_which_1_23_2","shoe","shoe","0",TRUE,"4130","2015-05-08-12-38",21,"Female","37","2","18 months","r_shoes_which_1","2"
"199","9","6","r_ball_which_2_05_6","ball","ball","1",TRUE,"3809","2015-05-08-12-38",21,"Female","37","2","18 months","r_ball_which_2","6"
"200","10","6","r_love_bear_3_17_1","bear","bear","0",TRUE,"7365","2015-05-08-12-38",21,"Female","37","2","18 months","r_love_bear_3","1"
"201","11","6","p_bear_look_2_00_4","bear","bear","1",TRUE,"4146","2015-05-08-12-38",21,"Female","37","2","18 months","p_bear_look_1","4"
"202","12","6","r_car_where_3_25_5","car","car","0",TRUE,"6338","2015-05-08-12-38",21,"Female","37","2","18 months","r_car_where_3","5"
"203","13","6","r_shoes_where_3_26_1","shoe","shoe","1",TRUE,"12193","2015-05-08-12-38",21,"Female","37","2","18 months","r_shoes_where_3","1"
"204","14","6","r_love_ball_3_18_2","ball","shoe","0",FALSE,"8323","2015-05-08-12-38",21,"Female","37","2","18 months","r_love_ball_3","2"
"205","15","6","p_ball_where_1_26_6","ball","ball","1",TRUE,"4754","2015-05-08-12-38",21,"Female","37","2","18 months","p_ball_where_1","6"
"206","16","6","r_ball_where_4_11_6","ball","ball","0",TRUE,"7138","2015-05-08-12-38",21,"Female","37","2","18 months","r_ball_where_4","6"
"207","17","6","r_love_cat_3_21_1","cat","cat","1",TRUE,"6449","2015-05-08-12-38",21,"Female","37","2","18 months","r_love_cat_3","1"
"208","18","6","r_bear_where_4_06_4","bear","bear","1",TRUE,"7382","2015-05-08-12-38",21,"Female","37","2","18 months","r_bear_where_4","4"
"209","19","6","r_love_car_3_18_1","car","car","1",TRUE,"6609","2015-05-08-12-38",21,"Female","37","2","18 months","r_love_car_3","1"
"210","20","6","p_shoe_where_1_23_6","shoe","shoe","0",TRUE,"3874","2015-05-08-12-38",21,"Female","37","2","18 months","p_shoe_where_1","6"
"211","21","6","p_bird_look_1_26_3","bird","bird","0",TRUE,"3905","2015-05-08-12-38",21,"Female","37","2","18 months","p_bird_look_1","3"
"212","22","6","p_doll_where_1_28_5","doll","doll","1",TRUE,"3682","2015-05-08-12-38",21,"Female","37","2","18 months","p_doll_where_1","5"
"213","23","6","p_car_where_1_22_3","car","car","1",TRUE,"5073","2015-05-08-12-38",21,"Female","37","2","18 months","p_car_where_1","3"
"214","24","6","r_love_shoes_3_15_3","shoe","shoe","0",TRUE,"8115","2015-05-08-12-38",21,"Female","37","2","18 months","r_love_shoes_3","3"
"215","25","6","r_love_doll_3_21_2","doll","doll","1",TRUE,"9490","2015-05-08-12-38",21,"Female","37","2","18 months","r_love_doll_3","2"
"216","26","6","p_book_look_2_02_2","book","book","1",TRUE,"4995","2015-05-08-12-38",21,"Female","37","2","18 months","p_book_look_2","2"
"217","27","6","r_cat_which_1_24_3","cat","cat","0",TRUE,"4034","2015-05-08-12-38",21,"Female","37","2","18 months","r_cat_which_1","3"
"218","28","6","p_bird_where_1_25_1","bird","bird","0",TRUE,"5189","2015-05-08-12-38",21,"Female","37","2","18 months","p_bird_where_1","1"
"219","29","6","r_car_which_1_27_2","car","car","0",TRUE,"5812","2015-05-08-12-38",21,"Female","37","2","18 months","r_car_which_1","2"
"220","30","6","p_kitty_where_2_05_3","cat","cat","1",TRUE,"4900","2015-05-08-12-38",21,"Female","37","2","18 months","p_kitty_where_2","3"
"221","31","6","r_bear_which_1_26_4","bear","bear","0",TRUE,"3490","2015-05-08-12-38",21,"Female","37","2","18 months","r_bear_which_1","4"
"222","32","6","p_doll_find_2_03_6","doll","doll","1",TRUE,"4003","2015-05-08-12-38",21,"Female","37","2","18 months","p_doll_find_1","6"
"223","33","6","p_book_where_2_05_6","book","book","1",TRUE,"5314","2015-05-08-12-38",21,"Female","37","2","18 months","p_book_where_2","6"
"224","34","6","p_kitty_hey_3_02_3","cat","cat","1",TRUE,"5794","2015-05-08-12-38",21,"Female","37","2","18 months","p_kitty_hey_3","3"
"225","35","6","p_bear_where_1_25_1","bear","bear","0",TRUE,"4130","2015-05-08-12-38",21,"Female","37","2","18 months","p_bear_where_1","1"
"226","36","6","r_doll_which_1_20_1","doll","bear","0",FALSE,"5266","2015-05-08-12-38",21,"Female","37","2","18 months","r_doll_which_1","1"
"227","37","6","r_love_bird_3_20_2","bird","bird","1",TRUE,"7890","2015-05-08-12-38",21,"Female","37","2","18 months","r_love_bird_3","2"
"228","38","6","p_ball_find_2_04_4","ball","ball","1",TRUE,"4742","2015-05-08-12-38",21,"Female","37","2","18 months","p_ball_find_2","4"
"1","1","1","r_love_car_3_23_6","car","car","1",TRUE,"11835","2015-05-13-16-56",22,"Female","20","2","18","r_love_car_3","6"
"2","2","1","p_bird_where_1_29_5","bird","bird","0",TRUE,"24949","2015-05-13-16-56",22,"Female","20","2","18","p_bird_where_1","5"
"3","3","1","p_bear_look_2_00_4","bear","bear","1",TRUE,"6917","2015-05-13-16-56",22,"Female","20","2","18","p_bear_look_1","4"
"4","4","1","p_book_look_2_04_4","book","car","1",FALSE,"28680","2015-05-13-16-56",22,"Female","20","2","18","p_book_look_2","4"
"5","5","1","r_love_ball_3_22_6","ball","ball","0",TRUE,"15093","2015-05-13-16-56",22,"Female","20","2","18","r_love_ball_3","6"
"6","6","1","r_book_which_2_01_5","book","car","1",FALSE,"46441","2015-05-13-16-56",22,"Female","20","2","18","r_book_which_1","5"
"7","7","1","r_bear_where_4_04_2","bear","bear","0",TRUE,"11733","2015-05-13-16-56",22,"Female","20","2","18","r_bear_where_4","2"
"8","8","1","p_bird_look_1_27_4","bird","bird","0",TRUE,"6749","2015-05-13-16-56",22,"Female","20","2","18","p_bird_look_1","4"
"9","9","1","p_shoe_hey_3_00_6","shoe","shoe","0",TRUE,"7511","2015-05-13-16-56",22,"Female","20","2","18","p_shoe_hey_2","6"
"10","10","1","r_ball_where_4_11_6","ball","ball","1",TRUE,"9530","2015-05-13-16-56",22,"Female","20","2","18","r_ball_where_4","6"
"11","11","1","r_doll_where_3_27_2","doll","doll","1",TRUE,"13538","2015-05-13-16-56",22,"Female","20","2","18","r_doll_where_3","2"
"12","12","1","p_ball_where_1_23_3","ball","shoe","0",FALSE,"8618","2015-05-13-16-56",22,"Female","20","2","18","p_ball_where_1","3"
"13","13","1","p_car_where_1_24_5","car","book","1",FALSE,"6580","2015-05-13-16-56",22,"Female","20","2","18","p_car_where_1","5"
"14","14","1","r_cat_where_4_00_3","cat","cat","0",TRUE,"11324","2015-05-13-16-56",22,"Female","20","2","18","r_cat_where_3","3"
"15","15","1","r_bird_where_4_11_6","bird","bird","0",TRUE,"9494","2015-05-13-16-56",22,"Female","20","2","18","r_bird_where_4","6"
"16","16","1","r_love_book_3_26_3","book","book","1",TRUE,"9298","2015-05-13-16-56",22,"Female","20","2","18","r_love_book_3","3"
"17","17","1","r_love_doll_3_22_3","doll","doll","1",TRUE,"13127","2015-05-13-16-56",22,"Female","20","2","18","r_love_doll_3","3"
"18","18","1","p_book_where_2_01_2","book","car","1",FALSE,"6719","2015-05-13-16-56",22,"Female","20","2","18","p_book_where_2","2"
"19","19","1","r_love_shoes_3_13_1","shoe","ball","1",FALSE,"10267","2015-05-13-16-56",22,"Female","20","2","18","r_love_shoes_3","1"
"20","20","1","r_book_where_4_08_6","book","book","1",TRUE,"9276","2015-05-13-16-56",22,"Female","20","2","18","r_book_where_4","6"
"21","21","1","p_kitty_hey_3_02_3","cat","cat","0",TRUE,"7913","2015-05-13-16-56",22,"Female","20","2","18","p_kitty_hey_3","3"
"22","22","1","p_shoe_where_1_19_2","shoe","shoe","1",TRUE,"5864","2015-05-13-16-56",22,"Female","20","2","18","p_shoe_where_1","2"
"23","23","1","r_shoes_where_3_27_2","shoe","ball","0",FALSE,"12139","2015-05-13-16-56",22,"Female","20","2","18","r_shoes_where_3","2"
"24","24","1","p_ball_find_2_05_5","ball","ball","0",TRUE,"6112","2015-05-13-16-56",22,"Female","20","2","18","p_ball_find_2","5"
"25","25","1","r_cat_which_1_23_2","cat","bird","1",FALSE,"5970","2015-05-13-16-56",22,"Female","20","2","18","r_cat_which_1","2"
"26","26","1","r_car_which_1_26_1","car","car","0",TRUE,"14729","2015-05-13-16-56",22,"Female","20","2","18","r_car_which_1","1"
"27","27","1","r_ball_which_2_01_2","ball","shoe","1",FALSE,"6072","2015-05-13-16-56",22,"Female","20","2","18","r_ball_which_2","2"
"28","28","1","p_doll_where_1_29_6","doll","doll","0",TRUE,"5054","2015-05-13-16-56",22,"Female","20","2","18","p_doll_where_1","6"
"29","29","1","r_car_where_3_22_2","car","car","1",TRUE,"4631","2015-05-13-16-56",22,"Female","20","2","18","r_car_where_3","2"
"30","30","1","r_bear_which_1_23_1","bear","doll","0",FALSE,"6396","2015-05-13-16-56",22,"Female","20","2","18","r_bear_which_1","1"
"31","31","1","r_doll_which_1_25_6","doll","doll","0",TRUE,"5869","2015-05-13-16-56",22,"Female","20","2","18","r_doll_which_1","6"
"32","32","1","r_love_bear_3_19_3","bear","bear","0",TRUE,"27275","2015-05-13-16-56",22,"Female","20","2","18","r_love_bear_3","3"
"33","33","1","p_kitty_where_2_07_5","cat","cat","1",TRUE,"25118","2015-05-13-16-56",22,"Female","20","2","18","p_kitty_where_2","5"
"34","34","1","r_love_bird_3_22_4","bird","bird","0",TRUE,"73719","2015-05-13-16-56",22,"Female","20","2","18","r_love_bird_3","4"
"35","35","1","p_doll_find_2_02_5","doll","bear","1",FALSE,"25393","2015-05-13-16-56",22,"Female","20","2","18","p_doll_find_1","5"
"36","36","1","p_bear_where_1_29_5","bear","bear","0",TRUE,"5234","2015-05-13-16-56",22,"Female","20","2","18","p_bear_where_1","5"
"37","37","1","r_shoes_which_1_25_4","shoe","shoe","0",TRUE,"6628","2015-05-13-16-56",22,"Female","20","2","18","r_shoes_which_1","4"
"38","38","1","r_love_cat_3_26_6","cat","cat","1",TRUE,"9512","2015-05-13-16-56",22,"Female","20","2","18","r_love_cat_3","6"
"39","1","2","r_car_which_1_28_3","car","car","0",TRUE,"3395","2015-05-13-16-56",22,"Female","20","2","18","r_car_which_1","3"
"40","2","2","p_car_where_1_25_6","car","book","1",FALSE,"6422","2015-05-13-16-56",22,"Female","20","2","18","p_car_where_1","6"
"41","3","2","r_car_where_3_24_4","car","car","0",TRUE,"8328","2015-05-13-16-56",22,"Female","20","2","18","r_car_where_3","4"
"42","4","2","p_shoe_hey_2_29_5","shoe","shoe","1",TRUE,"6817","2015-05-13-16-56",22,"Female","20","2","18","p_shoe_hey_2","5"
"43","5","2","r_love_bird_3_21_3","bird","cat","1",FALSE,"10341","2015-05-13-16-56",22,"Female","20","2","18","r_love_bird_3","3"
"44","6","2","p_doll_where_1_24_1","doll","doll","1",TRUE,"5440","2015-05-13-16-56",22,"Female","20","2","18","p_doll_where_1","1"
"45","7","2","p_bird_look_1_25_2","bird","bird","0",TRUE,"5105","2015-05-13-16-56",22,"Female","20","2","18","p_bird_look_1","2"
"46","8","2","r_shoes_where_3_29_4","shoe","ball","1",FALSE,"9824","2015-05-13-16-56",22,"Female","20","2","18","r_shoes_where_3","4"
"47","9","2","r_book_which_2_00_4","book","book","1",TRUE,"7115","2015-05-13-16-56",22,"Female","20","2","18","r_book_which_1","4"
"48","10","2","r_bear_which_1_24_2","bear","bear","0",TRUE,"3081","2015-05-13-16-56",22,"Female","20","2","18","r_bear_which_1","2"
"49","11","2","p_ball_find_2_01_1","ball","shoe","0",FALSE,"3685","2015-05-13-16-56",22,"Female","20","2","18","p_ball_find_2","1"
"50","12","2","r_cat_where_4_01_4","cat","cat","0",TRUE,"8844","2015-05-13-16-56",22,"Female","20","2","18","r_cat_where_3","4"
"51","13","2","p_bear_look_1_27_1","bear","bear","1",TRUE,"5345","2015-05-13-16-56",22,"Female","20","2","18","p_bear_look_1","1"
"52","14","2","r_ball_which_2_02_3","ball","shoe","0",FALSE,"6780","2015-05-13-16-56",22,"Female","20","2","18","r_ball_which_2","3"
"53","15","2","r_ball_where_4_10_5","ball","ball","0",TRUE,"10883","2015-05-13-16-56",22,"Female","20","2","18","r_ball_where_4","5"
"54","16","2","r_love_doll_3_23_4","doll","bear","1",FALSE,"9953","2015-05-13-16-56",22,"Female","20","2","18","r_love_doll_3","4"
"55","17","2","r_bird_where_4_06_1","bird","bird","0",TRUE,"9822","2015-05-13-16-56",22,"Female","20","2","18","r_bird_where_4","1"
"56","18","2","p_ball_where_1_26_6","ball","ball","0",TRUE,"6798","2015-05-13-16-56",22,"Female","20","2","18","p_ball_where_1","6"
"57","19","2","p_bear_where_1_27_3","bear","doll","1",FALSE,"7404","2015-05-13-16-56",22,"Female","20","2","18","p_bear_where_1","3"
"58","20","2","r_doll_where_3_28_3","doll","doll","0",TRUE,"12410","2015-05-13-16-56",22,"Female","20","2","18","r_doll_where_3","3"
"59","21","2","r_doll_which_1_20_1","doll","doll","1",TRUE,"6016","2015-05-13-16-56",22,"Female","20","2","18","r_doll_which_1","1"
"60","22","2","r_bear_where_4_03_1","bear","doll","0",FALSE,"12558","2015-05-13-16-56",22,"Female","20","2","18","r_bear_where_4","1"
"61","23","2","r_love_bear_3_20_4","bear","bear","0",TRUE,"12687","2015-05-13-16-56",22,"Female","20","2","18","r_love_bear_3","4"
"62","24","2","p_book_look_2_05_5","book","book","0",TRUE,"6928","2015-05-13-16-56",22,"Female","20","2","18","p_book_look_2","5"
"63","25","2","r_cat_which_1_27_6","cat","cat","1",TRUE,"6122","2015-05-13-16-56",22,"Female","20","2","18","r_cat_which_1","6"
"64","26","2","p_shoe_where_1_21_4","shoe","shoe","0",TRUE,"7562","2015-05-13-16-56",22,"Female","20","2","18","p_shoe_where_1","4"
"65","27","2","r_shoes_which_1_27_6","shoe","shoe","1",TRUE,"7919","2015-05-13-16-56",22,"Female","20","2","18","r_shoes_which_1","6"
"66","28","2","p_kitty_where_2_06_4","cat","cat","0",TRUE,"8399","2015-05-13-16-56",22,"Female","20","2","18","p_kitty_where_2","4"
"67","29","2","r_love_car_3_20_3","car","car","1",TRUE,"16518","2015-05-13-16-56",22,"Female","20","2","18","r_love_car_3","3"
"68","30","2","p_doll_find_2_03_6","doll","bear","0",FALSE,"8074","2015-05-13-16-56",22,"Female","20","2","18","p_doll_find_1","6"
"69","31","2","r_love_ball_3_20_4","ball","ball","0",TRUE,"9750","2015-05-13-16-56",22,"Female","20","2","18","r_love_ball_3","4"
"70","32","2","p_bird_where_1_27_3","bird","cat","1",FALSE,"7211","2015-05-13-16-56",22,"Female","20","2","18","p_bird_where_1","3"
"71","33","2","r_love_book_3_25_2","book","car","1",FALSE,"11054","2015-05-13-16-56",22,"Female","20","2","18","r_love_book_3","2"
"72","34","2","p_kitty_hey_3_05_6","cat","cat","0",TRUE,"14038","2015-05-13-16-56",22,"Female","20","2","18","p_kitty_hey_3","6"
"73","35","2","r_love_cat_3_24_4","cat","cat","1",TRUE,"10960","2015-05-13-16-56",22,"Female","20","2","18","r_love_cat_3","4"
"74","36","2","p_book_where_2_00_1","book","book","1",TRUE,"6037","2015-05-13-16-56",22,"Female","20","2","18","p_book_where_2","1"
