"Sub.Num"	"van_D"	"van_D_n"	"van_D_sd"
"1"	846.388888888889	36	203.359116242007
"10"	493	19	162.352154966364
"11"	825.285714285714	21	421.480028335524
"2"	713.705882352941	34	249.082745094363
"30002"	1621	19	800.610114572353
"30004"	1114.80555555556	36	418.020287918076
"30038"	723.96875	32	217.899426989283
"30039"	507.653846153846	26	176.425155192267
"5"	731.472222222222	36	330.238484052368
"6"	1372.09677419355	31	712.375760154649
"9"	575.727272727273	33	144.590428609416
